#{"t_start": 1674727166.545253, "env_id": null}
r,l,t
20.0,2569,3572.974328
20.0,2679,3586.214599
19.0,2691,3589.229419
19.0,2586,3599.474001
18.0,2718,3599.547171
18.0,2707,3605.273449
17.0,2576,3605.499832
17.0,2789,3607.309712
17.0,2793,3608.490505
20.0,2700,3620.491832
18.0,2728,3623.749098
21.0,2518,3631.580319
17.0,2800,3635.134513
21.0,2576,3637.961571
21.0,2576,3638.190415
19.0,2654,3641.121037
21.0,2576,3641.147695
20.0,2618,3653.858928
20.0,2674,3657.620438
21.0,2577,3664.121698
21.0,2576,3667.639137
20.0,2667,3671.686253
19.0,2678,3672.01423
20.0,2608,3673.880833
20.0,2614,3673.96328
21.0,2577,3686.597001
17.0,2865,3694.492343
20.0,2576,3697.196617
21.0,2577,3700.944909
21.0,2577,3705.397333
21.0,2577,3705.728316
20.0,2580,3707.801422
20.0,2621,3708.536329
21.0,2576,3720.549463
21.0,2577,3728.311048
21.0,2576,3730.782312
21.0,2577,3734.722342
20.0,2608,3738.996946
20.0,2666,3739.631856
20.0,2608,3741.367295
21.0,2577,3741.393579
20.0,2673,3754.226897
18.0,2758,3762.789178
18.0,2790,3765.946359
21.0,2577,3767.103405
20.0,2552,3771.795579
21.0,2577,3771.812976
21.0,2577,3773.799054
20.0,2612,3774.115575
20.0,2702,3788.225352
17.0,2811,3798.136853
20.0,2673,3799.596924
19.0,2775,3801.679092
19.0,2656,3804.783609
20.0,2674,3804.968818
19.0,2730,3807.865149
20.0,2717,3808.060086
21.0,2577,3820.502923
20.0,2619,3832.286103
17.0,2744,3832.824452
19.0,2708,3836.03221
21.0,2577,3837.134006
19.0,2599,3837.946719
21.0,2577,3840.277
20.0,2614,3841.229948
18.0,2708,3854.581065
20.0,2651,3865.882059
20.0,2651,3866.020661
21.0,2577,3868.461723
21.0,2577,3870.361665
20.0,2651,3870.679764
21.0,2577,3872.688266
20.0,2656,3874.793913
20.0,2552,3886.980694
18.0,2541,3898.399672
19.0,2712,3900.307156
19.0,2551,3902.923683
19.0,2714,3902.996578
19.0,2606,3904.180264
21.0,2577,3905.903506
21.0,2577,3907.611439
20.0,2733,3921.727466
21.0,2576,3931.702699
18.0,2754,3936.116864
20.0,2552,3936.842263
19.0,2685,3937.617745
20.0,2613,3939.522579
19.0,2862,3939.802729
18.0,2784,3943.248899
21.0,2577,3955.088153
19.0,2687,3965.491645
21.0,2577,3968.41968
19.0,2587,3969.636647
21.0,2577,3969.975089
19.0,2587,3971.948485
21.0,2577,3972.136352
17.0,2676,3976.889662
20.0,2651,3988.101182
20.0,2655,3998.983155
20.0,2552,4000.541494
21.0,2577,4002.314373
21.0,2679,4003.343944
21.0,2577,4004.272893
21.0,2577,4004.857915
19.0,2689,4010.674966
21.0,2577,4020.415342
21.0,2577,4031.253252
21.0,2577,4032.801636
21.0,2561,4034.417528
20.0,2672,4036.499131
21.0,2577,4037.114475
20.0,2673,4037.857193
19.0,2734,4045.254923
20.0,2673,4054.065111
21.0,2577,4063.637642
20.0,2651,4066.282715
19.0,2601,4067.045574
21.0,2577,4069.345658
21.0,2577,4069.561319
21.0,2577,4070.298221
20.0,2673,4079.039212
21.0,2577,4086.600111
21.0,2577,4096.27002
21.0,2577,4098.951244
21.0,2577,4100.102629
21.0,2620,4102.378016
21.0,2577,4103.314411
21.0,2679,4103.556332
21.0,2577,4111.656371
21.0,2577,4119.773118
20.0,2718,4131.263363
21.0,2577,4131.786841
21.0,2577,4132.940246
21.0,2577,4136.151638
21.0,2577,4136.397266
20.0,2820,4138.340048
21.0,2577,4144.453687
21.0,2577,4152.379027
21.0,2578,4163.788517
21.0,2577,4164.306381
21.0,2577,4165.468911
21.0,2577,4168.716963
21.0,2577,4168.964088
21.0,2577,4170.920909
21.0,2577,4177.040686
18.0,3036,4190.622023
21.0,2577,4196.964523
19.0,2649,4197.142548
21.0,2577,4198.142672
18.0,2667,4202.868716
19.0,2729,4203.227191
18.0,2878,4207.658505
20.0,2673,4211.074809
21.0,2576,4223.710148
21.0,2577,4229.761191
21.0,2577,4230.346681
20.0,2651,4232.042346
21.0,2577,4235.660893
21.0,2577,4236.029324
21.0,2577,4240.461536
10.0,3245,4252.238756
21.0,2577,4256.473648
19.0,2687,4263.866967
21.0,2577,4264.682974
17.0,2730,4264.858948
21.0,2577,4268.291551
21.0,2577,4268.648688
21.0,2577,4273.071033
21.0,2577,4284.871579
21.0,2577,4289.166769
21.0,2577,4297.030243
21.0,2577,4297.450303
21.0,2577,4297.63136
21.0,2577,4301.112577
21.0,2577,4301.884356
17.0,2756,4308.419824
21.0,2577,4317.723347
20.0,2675,4323.326848
21.0,2577,4329.859458
21.0,2577,4330.270797
21.0,2577,4330.45069
21.0,2577,4333.872523
21.0,2577,4334.638718
19.0,2730,4343.054313
16.0,2692,4352.395773
21.0,2577,4356.197624
20.0,2570,4362.623629
21.0,2577,4363.100949
21.0,2577,4363.277096
21.0,2577,4366.7141
21.0,2577,4367.408667
21.0,2577,4375.94794
21.0,2577,4385.28498
20.0,2580,4389.023681
21.0,2577,4395.344938
19.0,2587,4396.506639
18.0,2778,4398.567561
21.0,2577,4399.872588
20.0,2661,4401.428419
20.0,2651,4409.705621
20.0,2619,4418.311404
21.0,2577,4421.555174
19.0,2632,4428.411867
21.0,2577,4429.055997
21.0,2577,4431.102613
21.0,2577,4432.317414
19.0,2704,4435.393437
20.0,2651,4442.760712
21.0,2577,4453.939659
15.0,2936,4455.264589
21.0,2577,4461.232599
21.0,2577,4461.457118
20.0,2612,4465.093935
17.0,2929,4468.02062
18.0,2763,4470.101265
19.0,2752,4477.760917
19.0,2650,4487.689935
21.0,2622,4488.753083
21.0,2577,4494.017892
21.0,2577,4494.241612
21.0,2577,4498.173488
21.0,2577,4501.188962
21.0,2577,4503.302183
21.0,2577,4511.161527
20.0,2669,4522.438779
18.0,2729,4524.215838
20.0,2656,4528.751781
20.0,2732,4529.688572
21.0,2577,4534.394575
18.0,2823,4534.611917
19.0,2753,4538.911761
20.0,2920,4548.515574
21.0,2577,4555.109549
21.0,2577,4556.733056
21.0,2623,4561.583722
19.0,2650,4563.168065
20.0,2639,4567.874361
20.0,2713,4568.369468
21.0,2577,4571.274068
19.0,2684,4582.371611
18.0,2694,4589.029178
21.0,2577,4589.153335
21.0,2577,4594.052759
16.0,2752,4597.78195
21.0,2577,4600.53188
20.0,2673,4602.339866
18.0,2741,4605.822648
21.0,2577,4614.908139
20.0,2552,4621.386736
20.0,2608,4622.033746
19.0,2752,4629.062941
20.0,2651,4631.41491
19.0,2767,4635.649927
19.0,2734,4637.148154
21.0,2577,4638.753315
20.0,2614,4647.746185
21.0,2577,4653.872132
21.0,2577,4654.970987
21.0,2577,4661.569902
21.0,2637,4664.806664
21.0,2577,4668.066063
21.0,2577,4669.561832
21.0,2577,4671.155591
19.0,2632,4681.010051
18.0,2761,4688.663031
17.0,2777,4689.479257
18.0,2791,4696.685797
20.0,2675,4698.478184
21.0,2577,4700.460939
21.0,2577,4702.069406
21.0,2577,4703.795304
21.0,2577,4713.78221
21.0,2577,4721.526397
21.0,2577,4722.32343
21.0,2700,4731.059636
21.0,2577,4731.291527
21.0,2577,4733.288696
21.0,2577,4734.77755
21.0,2577,4736.358769
19.0,2687,4747.841804
21.0,2560,4754.058497
12.0,2896,4759.309283
20.0,2607,4764.369169
19.0,2650,4764.582342
19.0,2670,4767.365426
20.0,2968,4772.556284
15.0,2852,4772.658416
18.0,2790,4783.582071
19.0,2687,4788.370037
13.0,2969,4797.235069
20.0,2716,4799.66094
19.0,2781,4800.074688
19.0,2688,4801.749442
20.0,2612,4806.245754
14.0,2926,4809.966389
21.0,2577,4816.338939
21.0,2577,4821.012485
20.0,2614,4830.461712
21.0,2576,4832.096691
19.0,2594,4832.679816
21.0,2577,4834.197602
19.0,2676,4840.10077
20.0,2552,4842.224411
21.0,2577,4848.90959
20.0,2651,4854.756172
21.0,2577,4863.256402
20.0,2561,4864.733556
21.0,2577,4865.465959
21.0,2577,4866.970932
21.0,2577,4872.7882
18.0,2704,4876.508409
21.0,2577,4881.510102
20.0,2651,4888.004888
21.0,2577,4897.051011
16.0,2729,4897.416553
21.0,2576,4897.781123
19.0,2749,4901.736014
20.0,2616,4905.418672
21.0,2577,4908.749446
19.0,2678,4915.145421
20.0,2610,4921.038976
21.0,2577,4930.532077
18.0,2706,4931.395802
19.0,2859,4932.888158
20.0,2614,4934.443884
21.0,2577,4937.863986
21.0,2577,4941.202103
21.0,2577,4947.546301
19.0,2731,4955.662799
21.0,2577,4963.391555
19.0,2649,4965.329488
21.0,2577,4965.740617
20.0,2552,4970.569868
17.0,2896,4971.67758
20.0,2552,4973.965988
21.0,2577,4980.564668
21.0,2577,4988.298719
21.0,2577,4996.078868
21.0,2577,4998.197828
20.0,2752,5001.088135
21.0,2577,5003.340528
21.0,2577,5004.390683
21.0,2576,5006.689179
18.0,2688,5014.821474
18.0,2664,5022.538007
21.0,2577,5028.915835
21.0,2577,5030.852984
21.0,2576,5033.78244
20.0,2552,5035.823236
20.0,2580,5037.139087
21.0,2576,5039.833509
21.0,2577,5048.137245
21.0,2577,5055.392758
21.0,2577,5061.842919
19.0,2675,5065.098754
20.0,2608,5066.908702
20.0,2613,5069.392828
19.0,2712,5071.629529
20.0,2608,5072.8889
20.0,2608,5080.996324
20.0,2717,5089.933097
20.0,2636,5095.657467
21.0,2577,5098.029233
21.0,2577,5099.877974
21.0,2578,5102.410034
21.0,2560,5104.72621
18.0,2779,5109.036432
21.0,2577,5114.473843
21.0,2637,5124.094491
21.0,2560,5128.682544
21.0,2577,5131.214739
21.0,2679,5134.525712
21.0,2576,5135.670858
19.0,2622,5138.646518
17.0,2850,5145.556108
20.0,2630,5148.502315
19.0,2733,5159.217355
19.0,2751,5164.0545
20.0,2608,5165.222065
19.0,2626,5168.709512
20.0,2552,5168.736253
20.0,2681,5173.488399
21.0,2576,5179.039165
21.0,2577,5182.059812
20.0,2651,5194.190861
20.0,2649,5199.097919
21.0,2636,5199.734579
21.0,2576,5202.669603
21.0,2637,5203.6857
19.0,2810,5210.676298
21.0,2576,5213.092017
20.0,2727,5218.02257
19.0,2755,5230.24924
21.0,2576,5232.398894
21.0,2637,5233.967775
21.0,2695,5237.300246
19.0,2690,5238.208657
21.0,2576,5243.305914
21.0,2577,5245.58801
19.0,2671,5251.6475
20.0,2638,5263.159822
20.0,2611,5265.055362
21.0,2637,5267.272085
21.0,2576,5269.663645
21.0,2576,5270.585902
21.0,2576,5275.599394
21.0,2576,5277.891217
20.0,2618,5284.31008
21.0,2577,5295.519253
21.0,2576,5297.850789
16.0,2740,5301.660004
21.0,2576,5302.090825
19.0,2667,5303.876488
21.0,2577,5308.11027
17.0,2688,5311.887045
21.0,2577,5317.292915
19.0,2763,5330.595984
20.0,2691,5331.812884
19.0,2586,5334.178321
19.0,2649,5335.606646
17.0,2766,5338.895024
21.0,2577,5340.567458
19.0,2751,5346.770209
21.0,2577,5349.696661
20.0,2542,5362.736849
19.0,2579,5364.314116
21.0,2577,5366.714451
19.0,2711,5369.819254
21.0,2577,5371.441885
19.0,2600,5373.328187
19.0,2710,5381.115856
19.0,2588,5382.48101
20.0,2621,5395.748075
18.0,2559,5396.744429
18.0,2661,5400.458745
18.0,2542,5402.104081
19.0,2587,5404.152549
21.0,2577,5406.342103
21.0,2577,5413.483806
21.0,2577,5414.836811
21.0,2577,5429.136062
18.0,2654,5429.319724
19.0,2657,5434.12767
20.0,2673,5435.871822
21.0,2577,5437.015414
20.0,2613,5439.162552
20.0,2552,5447.180093
13.0,2876,5450.093134
20.0,2614,5462.152258
16.0,2913,5466.008425
20.0,2560,5466.35679
20.0,2552,5471.32446
16.0,2853,5471.730351
17.0,2855,5472.890122
18.0,2747,5481.584543
16.0,2902,5486.335253
20.0,2552,5494.390153
17.0,2735,5500.806337
14.0,2840,5501.874866
21.0,2577,5504.307737
20.0,2611,5505.847895
17.0,2828,5507.180483
18.0,2614,5514.978465
20.0,2614,5519.770661
20.0,2595,5527.6026
21.0,2577,5533.367208
20.0,2675,5535.731259
20.0,2651,5537.890875
21.0,2577,5538.271607
19.0,2669,5540.909425
20.0,2651,5548.770976
20.0,2651,5553.626663
20.0,2675,5561.37305
21.0,2578,5566.702965
20.0,2635,5569.246713
21.0,2578,5570.852395
18.0,2630,5572.134754
19.0,2655,5574.982906
19.0,2595,5581.666781
17.0,2874,5590.045593
18.0,2719,5596.225742
20.0,2674,5600.277642
15.0,2638,5602.87548
21.0,2577,5604.737337
16.0,2730,5605.737859
18.0,2736,5609.526317
16.0,2839,5617.633127
16.0,2794,5625.45273
17.0,2825,5631.913587
21.0,2577,5633.211746
21.0,2577,5635.394402
19.0,2656,5638.424395
19.0,2687,5639.729964
21.0,2577,5642.041701
21.0,2577,5650.094345
21.0,2577,5657.831725
21.0,2577,5665.547009
18.0,2811,5667.268044
21.0,2577,5667.726236
21.0,2577,5670.728375
21.0,2577,5672.006064
21.0,2577,5674.300275
20.0,2552,5682.098443
20.0,2614,5690.799076
21.0,2577,5698.093052
21.0,2577,5699.837691
20.0,2669,5701.576813
19.0,2583,5703.374558
21.0,2577,5704.609279
20.0,2614,5707.69087
19.0,2678,5716.17517
21.0,2577,5723.234129
21.0,2577,5730.712028
21.0,2577,5732.443681
21.0,2577,5734.288085
21.0,2509,5736.485473
20.0,2651,5737.422935
21.0,2577,5740.636536
19.0,2587,5749.155042
18.0,2690,5757.635252
21.0,2577,5763.534969
20.0,2552,5765.036
20.0,2712,5768.688427
21.0,2577,5769.403709
20.0,2580,5769.954527
21.0,2577,5773.106808
20.0,2613,5782.36482
18.0,2749,5792.524903
21.0,2577,5795.965962
21.0,2577,5797.47332
21.0,2577,5801.820847
19.0,2746,5803.521277
20.0,2659,5803.547641
21.0,2577,5805.509735
21.0,2577,5815.047028
20.0,2552,5824.841903
20.0,2613,5829.310736
20.0,2614,5830.799926
19.0,2687,5835.804415
20.0,2651,5836.790291
20.0,2672,5837.371655
20.0,2659,5839.185507
20.0,2614,5847.578915
21.0,2577,5857.039797
20.0,2552,5861.29211
20.0,2674,5863.94009
17.0,2651,5868.728592
20.0,2615,5869.783966
20.0,2679,5870.966304
20.0,2552,5871.237966
21.0,2577,5879.864736
21.0,2577,5889.430408
21.0,2577,5893.679397
21.0,2577,5896.720577
21.0,2577,5901.507084
20.0,2576,5902.14354
20.0,2619,5903.997433
20.0,2651,5904.041443
20.0,2613,5913.138363
21.0,2577,5921.884265
20.0,2674,5927.435335
20.0,2552,5928.641425
21.0,2577,5934.100566
21.0,2577,5934.772694
21.0,2577,5936.703321
18.0,2761,5939.285638
20.0,2674,5947.177039
18.0,2770,5957.281604
21.0,2577,5960.270462
21.0,2577,5961.78824
21.0,2577,5966.867613
19.0,2560,5967.349313
21.0,2577,5969.846578
21.0,2577,5971.979408
21.0,2577,5979.977222
21.0,2577,5990.114089
20.0,2614,5993.434274
19.0,2667,5995.449583
20.0,2620,6000.137091
21.0,2577,6002.686318
16.0,2781,6002.967133
21.0,2577,6004.813545
18.0,2766,6014.897292
20.0,2552,6022.62059
20.0,2552,6025.955455
21.0,2577,6028.629181
19.0,2639,6033.960744
21.0,2577,6035.453454
19.0,2628,6036.227365
19.0,2567,6037.509071
21.0,2577,6047.714041
21.0,2577,6055.370245
19.0,2694,6060.135465
20.0,2674,6062.158482
20.0,2651,6069.030995
19.0,2772,6069.047625
21.0,2577,6069.953786
20.0,2718,6070.849105
19.0,2649,6081.164613
21.0,2577,6087.739157
21.0,2577,6092.566834
21.0,2577,6095.037932
21.0,2577,6101.58734
21.0,2577,6102.485435
19.0,2676,6102.521067
21.0,2577,6103.380817
21.0,2577,6113.768833
21.0,2577,6120.335689
21.0,2577,6125.1478
21.0,2577,6127.606725
21.0,2577,6134.126006
21.0,2577,6135.458484
19.0,2633,6135.971321
20.0,2679,6137.308089
21.0,2560,6146.122963
19.0,2647,6153.953844
20.0,2613,6158.519001
19.0,2747,6162.248985
21.0,2577,6166.75578
20.0,2552,6167.869447
21.0,2577,6168.610559
21.0,2577,6169.946914
21.0,2577,6178.677002
21.0,2577,6186.534979
20.0,2653,6192.213637
21.0,2577,6194.815874
21.0,2577,6199.415489
20.0,2552,6201.026544
21.0,2577,6202.604218
19.0,2811,6203.166151
21.0,2577,6212.095417
20.0,2552,6219.523797
21.0,2577,6225.257314
21.0,2577,6227.989341
21.0,2577,6232.868105
21.0,2577,6236.072565
19.0,2740,6236.465745
21.0,2577,6237.058033
21.0,2577,6245.315837
21.0,2577,6252.517581
21.0,2577,6258.388227
21.0,2577,6261.406832
21.0,2577,6265.504495
21.0,2577,6269.460618
21.0,2577,6269.637809
20.0,2674,6270.003781
20.0,2552,6277.683371
20.0,2651,6286.24087
21.0,2577,6291.097226
21.0,2577,6294.076498
21.0,2577,6298.162212
21.0,2577,6302.150949
21.0,2577,6302.328887
21.0,2577,6302.698123
21.0,2560,6310.277018
21.0,2577,6319.375064
21.0,2577,6324.290796
21.0,2577,6327.469251
21.0,2577,6332.135046
21.0,2577,6335.92876
18.0,2615,6336.127919
19.0,2637,6337.304199
21.0,2577,6343.901424
21.0,2577,6352.625655
21.0,2577,6357.387092
21.0,2577,6360.311254
19.0,2587,6364.904687
21.0,2577,6368.562778
20.0,2535,6369.524464
16.0,2997,6374.392462
20.0,2673,6377.786695
21.0,2577,6385.235421
20.0,2552,6389.798571
19.0,2669,6394.334694
16.0,2692,6399.182852
19.0,2595,6401.465936
20.0,2552,6401.999647
21.0,2560,6406.932886
19.0,2697,6412.073781
19.0,2710,6420.00984
20.0,2674,6423.882064
21.0,2637,6427.874275
21.0,2577,6432.240101
21.0,2577,6434.962529
21.0,2577,6435.091868
20.0,2837,6443.377611
18.0,2562,6445.01982
20.0,2560,6452.964751
21.0,2577,6456.942294
19.0,2792,6463.566241
21.0,2577,6464.985882
21.0,2577,6467.689306
20.0,2711,6469.498197
21.0,2577,6476.038177
21.0,2577,6477.687552
21.0,2577,6485.580917
21.0,2577,6489.535261
21.0,2577,6496.247219
21.0,2577,6497.673847
18.0,2622,6500.733151
21.0,2577,6502.106955
19.0,2657,6509.797532
21.0,2577,6510.283383
14.0,2702,6519.815287
20.0,2580,6522.175853
20.0,2651,6529.829301
21.0,2577,6530.146077
20.0,2560,6533.089628
21.0,2577,6534.613383
20.0,2552,6542.092938
19.0,2587,6542.912813
20.0,2552,6552.077729
20.0,2552,6554.467438
21.0,2577,6562.409664
21.0,2577,6563.131191
21.0,2577,6565.677712
21.0,2577,6567.227753
20.0,2552,6574.103591
21.0,2577,6575.589719
19.0,2588,6584.894411
21.0,2577,6587.613477
21.0,2577,6595.25436
21.0,2577,6595.987969
21.0,2577,6598.584592
21.0,2577,6600.148593
21.0,2577,6607.457083
21.0,2577,6608.520502
21.0,2577,6617.810277
20.0,2552,6619.879151
21.0,2577,6628.500069
21.0,2577,6628.817274
20.0,2552,6631.146122
21.0,2577,6632.932573
21.0,2577,6640.14859
20.0,2697,6643.135882
21.0,2577,6650.536721
20.0,2641,6653.774378
21.0,2577,6661.21072
21.0,2577,6661.535615
21.0,2577,6663.843449
20.0,2612,6666.335481
20.0,2651,6673.454074
21.0,2577,6675.729142
21.0,2577,6682.951207
20.0,2560,6685.807045
21.0,2577,6693.448858
21.0,2577,6693.766621
21.0,2577,6696.482151
21.0,2577,6698.564154
21.0,2577,6706.069462
20.0,2636,6708.505838
20.0,2614,6715.917997
21.0,2577,6718.030917
21.0,2577,6725.833005
21.0,2577,6726.155133
20.0,2620,6729.31622
21.0,2577,6731.017924
21.0,2577,6738.641977
20.0,2580,6741.127606
19.0,2586,6748.639076
21.0,2577,6750.734916
20.0,2552,6758.63829
20.0,2679,6759.960553
20.0,2679,6763.418252
21.0,2577,6763.746061
21.0,2577,6771.378625
21.0,2577,6774.256104
20.0,2614,6781.715653
20.0,2560,6783.246642
20.0,2552,6790.995573
19.0,2754,6794.723224
21.0,2577,6796.111412
21.0,2577,6796.441329
20.0,2672,6805.326203
21.0,2577,6806.916784
21.0,2577,6814.870716
20.0,2613,6816.766784
21.0,2577,6823.773479
19.0,2638,6828.391955
21.0,2577,6828.788048
21.0,2577,6829.562532
20.0,2614,6838.61727
19.0,2684,6841.32458
21.0,2577,6847.933639
19.0,2673,6851.24888
21.0,2577,6857.078595
21.0,2577,6862.088142
21.0,2577,6862.817386
20.0,2676,6863.052932
20.0,2576,6871.611667
20.0,2552,6874.015327
21.0,2577,6880.742279
21.0,2577,6883.948032
20.0,2552,6889.515154
21.0,2577,6895.211824
21.0,2577,6895.547769
21.0,2577,6895.784866
21.0,2577,6904.553445
21.0,2577,6906.988214
21.0,2577,6913.783155
21.0,2577,6917.00638
20.0,2777,6925.169245
21.0,2577,6928.13527
21.0,2577,6928.469187
21.0,2577,6928.710988
21.0,2577,6937.780351
19.0,2710,6941.517785
19.0,2587,6946.775919
20.0,2552,6949.676723
21.0,2577,6958.050278
21.0,2577,6961.358223
20.0,2673,6962.933208
20.0,2777,6963.39719
21.0,2577,6970.836905
21.0,2576,6974.61882
21.0,2577,6980.023304
21.0,2577,6983.005697
21.0,2577,6991.681167
21.0,2577,6995.036224
21.0,2577,6996.641984
21.0,2577,6997.528069
21.0,2577,7004.627718
20.0,2552,7008.202446
21.0,2577,7013.884221
21.0,2577,7016.951303
21.0,2577,7025.46812
21.0,2578,7028.764861
21.0,2577,7030.328519
20.0,2672,7032.264379
21.0,2576,7038.170405
21.0,2577,7041.61369
21.0,2577,7047.395773
21.0,2577,7049.840383
21.0,2577,7058.299938
21.0,2577,7061.550938
21.0,2577,7063.02612
21.0,2577,7065.175557
21.0,2577,7070.696352
21.0,2577,7074.13685
21.0,2577,7079.926431
21.0,2577,7082.402996
21.0,2577,7091.248527
21.0,2577,7094.502696
21.0,2577,7096.044933
21.0,2577,7097.794161
21.0,2577,7103.344481
21.0,2577,7106.787483
20.0,2675,7113.930824
21.0,2577,7115.480203
21.0,2577,7123.941371
21.0,2577,7127.224537
21.0,2577,7128.78089
21.0,2577,7130.547759
20.0,2552,7135.881369
21.0,2496,7138.831428
21.0,2577,7146.779497
21.0,2577,7148.314477
21.0,2577,7156.780889
21.0,2414,7159.606278
21.0,2577,7160.025243
21.0,2437,7161.559217
21.0,2496,7167.794434
20.0,2619,7171.864376
21.0,2577,7179.347885
18.0,2681,7182.263886
19.0,2633,7189.763633
21.0,2577,7192.068486
19.0,2663,7193.697458
21.0,2577,7194.023351
19.0,2574,7200.250354
21.0,2577,7204.332465
18.0,2666,7213.039056
20.0,2673,7215.612919
21.0,2577,7222.670373
21.0,2577,7224.595833
21.0,2577,7226.237172
20.0,2675,7227.920657
21.0,2577,7232.847912
21.0,2577,7237.569196
20.0,2551,7245.782843
20.0,2650,7249.711126
21.0,2576,7255.598548
20.0,2613,7257.842668
21.0,2577,7260.804906
20.0,2753,7261.225121
21.0,2577,7265.627053
19.0,2587,7270.2428
21.0,2577,7278.222846
20.0,2671,7283.392256
20.0,2632,7288.45226
21.0,2576,7290.175267
21.0,2577,7293.130261
21.0,2577,7293.550014
20.0,2673,7299.454751
21.0,2577,7303.007027
19.0,2584,7311.314513
21.0,2577,7316.540333
20.0,2552,7321.466536
21.0,2518,7322.870471
21.0,2577,7326.395546
21.0,2577,7327.237638
20.0,2552,7332.417948
17.0,2819,7339.064518
18.0,2625,7344.449274
18.0,2668,7350.546332
19.0,2638,7355.19062
21.0,2577,7355.613496
19.0,2573,7359.144572
19.0,2546,7359.312007
17.0,2639,7365.740397
18.0,2622,7372.250625
21.0,2577,7377.650779
21.0,2577,7383.229545
21.0,2577,7387.82022
21.0,2578,7388.252899
20.0,2552,7391.503128
21.0,2577,7392.308664
21.0,2577,7398.78653
21.0,2577,7405.257955
19.0,2729,7412.154538
19.0,2648,7416.985991
20.0,2580,7420.594502
21.0,2577,7420.99758
21.0,2577,7424.255554
18.0,2580,7425.104328
20.0,2580,7431.68954
20.0,2619,7438.514575
21.0,2577,7445.037282
21.0,2577,7449.798825
21.0,2577,7453.341947
21.0,2577,7454.150245
21.0,2577,7457.371124
21.0,2577,7457.800721
19.0,2594,7464.431639
20.0,2552,7470.932451
21.0,2577,7477.736912
21.0,2577,7482.573761
21.0,2577,7486.165465
20.0,2608,7487.287607
21.0,2577,7490.268729
20.0,2625,7491.158457
21.0,2577,7497.315809
21.0,2577,7503.762078
19.0,2606,7511.104701
20.0,2651,7516.276193
21.0,2577,7518.719405
21.0,2577,7519.820603
21.0,2577,7522.682257
21.0,2577,7523.979855
19.0,2670,7531.052001
20.0,2580,7536.261277
21.0,2577,7543.765041
21.0,2577,7549.257329
21.0,2577,7552.816193
19.0,2697,7553.672481
21.0,2577,7555.849156
21.0,2577,7557.264657
21.0,2577,7564.646471
18.0,2958,7574.638312
15.0,2963,7582.013185
21.0,2577,7582.360554
20.0,2674,7587.363084
19.0,2665,7587.740515
21.0,2577,7589.012104
21.0,2577,7590.317039
21.0,2577,7597.614093
20.0,2717,7609.853655
21.0,2577,7615.412308
20.0,2717,7616.815161
21.0,2577,7620.328552
21.0,2577,7621.091185
20.0,2552,7621.710628
21.0,2635,7623.785144
21.0,2577,7630.274162
20.0,2552,7642.23722
21.0,2577,7648.05469
21.0,2577,7649.498402
21.0,2576,7652.960447
21.0,2577,7653.740947
21.0,2577,7654.36624
21.0,2577,7656.852156
21.0,2577,7663.470444
19.0,2821,7678.080489
20.0,2552,7681.913941
18.0,2729,7683.048105
21.0,2577,7685.778884
21.0,2577,7686.492248
21.0,2576,7687.09947
21.0,2577,7689.571893
21.0,2576,7696.002663
21.0,2577,7710.564572
20.0,2613,7715.208167
21.0,2577,7715.562931
21.0,2577,7718.580683
21.0,2577,7718.962932
21.0,2577,7719.571481
21.0,2577,7722.043967
21.0,2577,7728.455526
21.0,2577,7742.93796
21.0,2577,7747.48836
21.0,2577,7747.84333
21.0,2577,7750.903634
21.0,2577,7751.333274
21.0,2577,7752.380227
21.0,2577,7754.451582
21.0,2577,7760.872296
21.0,2577,7775.397041
20.0,2614,7780.250599
21.0,2577,7780.250852
21.0,2577,7783.430831
21.0,2577,7783.80372
21.0,2577,7784.812002
21.0,2577,7786.903086
21.0,2577,7793.328193
21.0,2577,7807.843431
21.0,2577,7812.794232
21.0,2577,7812.794476
21.0,2577,7815.801271
21.0,2577,7816.174917
21.0,2577,7817.181659
20.0,2552,7819.023569
21.0,2577,7825.696468
21.0,2577,7840.386394
21.0,2577,7845.241343
21.0,2577,7845.241795
21.0,2577,7848.252395
20.0,2651,7850.757891
20.0,2735,7850.953191
21.0,2577,7851.506207
21.0,2577,7858.164872
21.0,2577,7872.707849
20.0,2560,7877.474524
20.0,2679,7879.007252
21.0,2577,7880.653851
20.0,2552,7883.085721
21.0,2577,7883.140118
21.0,2577,7883.877811
21.0,2577,7890.535774
21.0,2577,7905.445164
20.0,2552,7909.565295
21.0,2577,7911.25956
21.0,2577,7912.89333
19.0,2587,7915.423009
20.0,2651,7916.076264
21.0,2577,7916.121102
21.0,2577,7923.243429
21.0,2577,7937.811796
21.0,2577,7941.936305
21.0,2560,7943.544287
21.0,2577,7945.748262
21.0,2577,7948.939911
20.0,2651,7949.752505
17.0,2813,7951.109066
20.0,2552,7955.790245
21.0,2577,7971.330813
21.0,2577,7975.862931
21.0,2577,7977.474268
21.0,2577,7979.290335
21.0,2577,7982.456306
21.0,2577,7983.200476
21.0,2577,7984.443154
21.0,2577,7988.949396
21.0,2577,8003.731241
21.0,2577,8008.227054
21.0,2577,8009.83389
21.0,2577,8011.616352
21.0,2577,8014.803452
21.0,2577,8015.544022
21.0,2577,8016.793593
21.0,2577,8021.33262
21.0,2577,8036.029027
21.0,2577,8040.565559
21.0,2577,8042.175746
21.0,2577,8043.973849
