#{"t_start": 1674727166.545253, "env_id": null}
r,l,t
21.0,2577,8047.154832
21.0,2577,8048.307615
21.0,2577,8049.154993
14.0,3079,8060.134775
18.0,2716,8070.382819
21.0,2577,8073.201814
21.0,2577,8074.827995
21.0,2577,8076.626761
21.0,2577,8079.818972
21.0,2577,8081.814566
20.0,2701,8082.557893
21.0,2577,8092.670534
21.0,2577,8103.183525
21.0,2577,8106.121747
21.0,2577,8107.767262
21.0,2577,8109.703269
21.0,2577,8113.119181
21.0,2577,8115.214588
21.0,2577,8115.988762
21.0,2577,8126.412266
21.0,2577,8137.023666
21.0,2577,8139.457637
21.0,2577,8141.078237
21.0,2577,8142.872517
21.0,2577,8146.042414
21.0,2577,8148.419647
21.0,2577,8148.757923
20.0,2620,8159.719399
21.0,2577,8169.425521
21.0,2577,8171.823344
21.0,2577,8173.426121
21.0,2577,8175.205067
21.0,2577,8178.378668
21.0,2577,8180.764235
21.0,2577,8181.100585
21.0,2577,8192.165513
21.0,2577,8201.894913
21.0,2577,8204.333672
21.0,2577,8205.942039
21.0,2577,8208.094183
19.0,2660,8212.091499
21.0,2577,8213.303729
21.0,2577,8213.646898
21.0,2577,8224.680606
21.0,2577,8234.614822
21.0,2577,8237.452583
20.0,2614,8239.468368
21.0,2577,8240.927251
20.0,2552,8244.66569
21.0,2577,8246.460403
17.0,2858,8249.677722
21.0,2577,8257.616152
21.0,2577,8267.520554
21.0,2577,8272.336152
14.0,2747,8272.400232
21.0,2577,8273.800555
21.0,2577,8277.559113
21.0,2577,8279.372164
18.0,2733,8284.872595
21.0,2577,8290.578917
21.0,2577,8300.489961
21.0,2577,8305.301244
21.0,2577,8305.36526
21.0,2577,8306.778944
21.0,2577,8310.56376
20.0,2672,8313.750469
21.0,2577,8317.973445
21.0,2577,8323.586994
21.0,2577,8333.498764
21.0,2577,8338.324573
20.0,2560,8339.640429
13.0,2972,8343.373124
18.0,2714,8345.65901
21.0,2577,8346.63483
21.0,2577,8350.936511
18.0,2562,8356.384288
21.0,2577,8366.362048
20.0,2604,8371.797907
21.0,2577,8372.426694
19.0,2587,8376.722132
21.0,2577,8378.530522
18.0,2552,8379.27411
16.0,2659,8384.818822
21.0,2577,8389.03843
21.0,2577,8404.401193
18.0,2682,8406.428473
11.0,3208,8407.384387
21.0,2577,8411.060945
14.0,2762,8411.446277
21.0,2577,8411.802472
21.0,2577,8417.32539
19.0,2710,8423.624076
21.0,2637,8437.653317
21.0,2577,8440.19289
15.0,2775,8441.930193
21.0,2577,8444.227568
21.0,2577,8444.981913
19.0,2708,8445.496423
20.0,2614,8450.508889
19.0,2705,8458.047835
21.0,2577,8470.568685
21.0,2577,8473.025649
21.0,2577,8474.864015
20.0,2552,8477.702035
21.0,2638,8478.174228
21.0,2577,8478.462909
17.0,2599,8483.665391
19.0,2648,8491.715237
21.0,2577,8503.893772
21.0,2577,8506.06522
21.0,2577,8507.888291
21.0,2577,8510.732029
18.0,2562,8511.060514
21.0,2577,8511.491149
19.0,2600,8517.327113
21.0,2577,8525.174933
21.0,2577,8536.782988
21.0,2577,8538.816528
19.0,2690,8542.024272
21.0,2577,8543.365659
19.0,2588,8543.795772
21.0,2577,8544.123437
21.0,2577,8549.986532
20.0,2552,8557.08602
21.0,2577,8569.492543
21.0,2577,8571.495204
21.0,2577,8574.707823
21.0,2577,8576.061625
21.0,2577,8576.49594
21.0,2577,8577.227552
20.0,2620,8583.026378
19.0,2589,8590.325976
21.0,2577,8601.949045
21.0,2577,8603.933766
21.0,2577,8607.131458
21.0,2577,8608.486536
20.0,2552,8608.682256
19.0,2527,8608.773299
21.0,2577,8615.45518
20.0,2552,8622.314492
20.0,2613,8634.562182
20.0,2613,8636.893355
21.0,2577,8639.363551
21.0,2577,8640.716474
21.0,2577,8640.996042
20.0,2675,8649.086553
9.0,3227,8649.170005
20.0,2552,8654.541702
21.0,2577,8667.436025
21.0,2577,8669.464812
21.0,2577,8672.315889
20.0,2673,8674.870143
12.0,3200,8681.246823
21.0,2577,8682.035581
20.0,2580,8682.147782
21.0,2577,8687.105695
21.0,2577,8700.249438
21.0,2577,8702.298838
20.0,2613,8705.597329
21.0,2577,8707.826298
21.0,2577,8714.258447
21.0,2577,8715.05147
17.0,2730,8717.043328
21.0,2577,8720.246599
19.0,2597,8733.752649
21.0,2576,8735.615554
21.0,2577,8738.925287
21.0,2577,8741.57965
21.0,2577,8748.462288
20.0,2718,8749.888486
21.0,2576,8750.482382
21.0,2577,8753.707387
21.0,2577,8767.134096
21.0,2577,8768.988544
21.0,2577,8772.286114
21.0,2577,8774.91115
21.0,2637,8782.39448
21.0,2576,8783.259783
21.0,2577,8783.865844
21.0,2577,8787.024238
21.0,2577,8800.577083
21.0,2648,8806.803083
21.0,2576,8808.340439
12.0,3240,8811.328166
21.0,2577,8816.670439
19.0,2616,8818.045876
18.0,2822,8819.035503
21.0,2577,8820.410469
21.0,2577,8833.516856
21.0,2576,8839.601786
21.0,2577,8841.110576
21.0,2577,8844.015965
21.0,2577,8850.567874
21.0,2577,8851.947985
19.0,2790,8852.039757
21.0,2577,8852.917958
21.0,2577,8866.444746
21.0,2577,8872.151731
21.0,2577,8873.659729
21.0,2577,8876.574616
21.0,2577,8883.147172
21.0,2577,8884.540564
21.0,2577,8884.632626
21.0,2577,8885.505644
21.0,2577,8899.253284
21.0,2577,8904.925864
21.0,2577,8906.44949
21.0,2577,8909.409127
21.0,2577,8915.982642
21.0,2577,8917.404778
21.0,2577,8917.497076
20.0,2580,8918.810865
21.0,2577,8931.957751
20.0,2552,8937.409916
21.0,2577,8939.19128
21.0,2577,8942.105898
21.0,2577,8948.701113
21.0,2577,8950.100849
21.0,2577,8950.193256
21.0,2577,8951.499722
21.0,2577,8964.638497
20.0,2552,8969.896257
21.0,2577,8972.289685
21.0,2577,8974.911792
21.0,2577,8981.543093
21.0,2577,8982.922734
21.0,2577,8983.015218
19.0,2736,8986.221203
21.0,2577,8997.387403
21.0,2578,9002.68491
21.0,2577,9005.072285
21.0,2577,9007.575094
21.0,2577,9015.893167
20.0,2608,9016.129889
21.0,2577,9019.176017
11.0,3118,9021.659726
19.0,2714,9032.119494
21.0,2577,9035.849097
21.0,2577,9038.188482
21.0,2577,9041.107606
21.0,2577,9049.27677
20.0,2673,9049.979254
21.0,2577,9051.874551
21.0,2577,9054.325182
21.0,2577,9064.729648
21.0,2577,9068.691172
21.0,2577,9073.763727
-2.0,3241,9079.185925
21.0,2577,9081.999571
21.0,2577,9082.701783
21.0,2577,9085.020038
21.0,2577,9087.091673
21.0,2577,9098.118503
21.0,2577,9101.843816
21.0,2577,9106.801309
21.0,2577,9112.221847
21.0,2577,9115.016037
21.0,2577,9115.715317
21.0,2577,9118.019784
21.0,2577,9120.085865
21.0,2577,9130.833297
21.0,2577,9134.319621
21.0,2577,9139.17474
21.0,2577,9144.514104
21.0,2577,9147.299382
20.0,2552,9147.766817
21.0,2577,9150.302109
13.0,3195,9160.152079
20.0,2580,9166.683895
11.0,3051,9168.889323
19.0,2626,9172.057678
20.0,2700,9178.546633
21.0,2577,9179.876654
21.0,2577,9180.730276
20.0,2580,9183.087104
15.0,2894,9197.28393
16.0,2734,9203.944777
19.0,2659,9205.964543
12.0,3238,9207.734401
21.0,2577,9211.653462
21.0,2577,9212.473261
21.0,2577,9215.506726
14.0,2932,9217.461317
21.0,2577,9229.694153
21.0,2577,9236.36759
19.0,2600,9239.004041
20.0,2624,9241.008291
21.0,2577,9243.994728
21.0,2577,9244.815721
21.0,2577,9247.773575
21.0,2577,9250.172702
19.0,2676,9263.106557
21.0,2576,9271.089962
20.0,2618,9273.578544
21.0,2577,9276.277162
20.0,2535,9276.712634
12.0,3382,9278.559418
21.0,2577,9280.158602
21.0,2577,9282.549775
21.0,2577,9295.587932
17.0,2736,9305.536876
17.0,2704,9307.663783
18.0,2580,9308.822023
20.0,2674,9310.556872
21.0,2577,9311.496986
21.0,2577,9312.991081
21.0,2561,9314.832469
20.0,2581,9328.020318
21.0,2577,9337.894518
21.0,2577,9341.150374
21.0,2577,9342.871393
21.0,2577,9343.799565
14.0,2958,9345.254615
20.0,2610,9345.718596
21.0,2577,9347.291026
20.0,2640,9361.6415
21.0,2576,9370.48077
19.0,2631,9374.564299
21.0,2577,9375.368763
21.0,2577,9376.289584
20.0,2580,9377.76399
21.0,2577,9378.198351
12.0,3258,9388.247622
21.0,2577,9394.04235
21.0,2577,9403.111472
21.0,2577,9407.280059
21.0,2577,9409.029835
20.0,2674,9409.441464
21.0,2577,9410.521988
21.0,2577,9410.955153
21.0,2577,9421.092482
21.0,2577,9426.863353
21.0,2577,9439.830617
21.0,2577,9441.580189
21.0,2577,9441.987286
11.0,3072,9442.003904
18.0,2619,9443.474941
21.0,2577,9443.510728
21.0,2577,9453.760938
21.0,2577,9459.290784
21.0,2576,9472.548053
21.0,2577,9474.289982
21.0,2577,9475.096921
21.0,2577,9475.113191
21.0,2577,9476.182137
18.0,2587,9476.718412
20.0,2614,9487.046981
17.0,2772,9494.816724
20.0,2552,9505.087994
20.0,2614,9507.856247
21.0,2577,9507.912001
21.0,2577,9507.928153
21.0,2577,9509.42244
19.0,2628,9510.035308
21.0,2577,9519.968132
20.0,2552,9527.471376
21.0,2577,9537.944846
20.0,2552,9540.479824
21.0,2577,9540.778936
19.0,2649,9541.457834
21.0,2577,9542.260723
21.0,2577,9542.870877
21.0,2577,9552.811281
21.0,2577,9560.337196
20.0,2675,9572.081629
21.0,2577,9573.535217
20.0,2674,9574.172451
21.0,2577,9574.228229
21.0,2577,9574.969637
21.0,2577,9575.583694
21.0,2577,9585.38281
21.0,2577,9592.9001
21.0,2577,9604.636955
20.0,2613,9606.438227
21.0,2577,9607.137568
21.0,2577,9607.191328
20.0,2614,9607.93496
21.0,2577,9608.194401
20.0,2674,9619.243907
21.0,2577,9625.35855
20.0,2552,9636.938237
21.0,2577,9638.996744
21.0,2577,9640.494051
18.0,2673,9640.62434
21.0,2577,9641.168264
9.0,3206,9647.818459
21.0,2577,9651.936019
21.0,2577,9658.056032
21.0,2577,9669.576972
21.0,2577,9672.004344
21.0,2577,9673.074464
21.0,2577,9673.601624
21.0,2577,9673.739499
21.0,2577,9680.315747
18.0,2702,9686.426146
21.0,2577,9690.602409
21.0,2577,9702.169466
21.0,2577,9704.620773
21.0,2577,9706.096777
21.0,2577,9706.359873
19.0,2648,9706.944549
21.0,2577,9713.071704
21.0,2577,9719.236045
20.0,2494,9722.577326
19.0,2710,9736.97809
21.0,2577,9737.358027
21.0,2577,9738.755208
18.0,2582,9739.066905
19.0,2715,9741.290964
21.0,2577,9745.616103
20.0,2598,9755.434519
15.0,2994,9757.100832
21.0,2577,9769.839612
21.0,2577,9770.216942
21.0,2577,9771.703696
21.0,2577,9772.013069
21.0,2577,9774.639503
21.0,2577,9778.599
21.0,2577,9788.380335
21.0,2577,9790.032022
21.0,2577,9802.584752
21.0,2577,9804.456474
21.0,2577,9804.765098
17.0,2784,9805.751629
21.0,2576,9807.351785
19.0,2647,9812.418088
21.0,2577,9821.038451
18.0,2771,9825.316139
21.0,2577,9835.073182
19.0,2566,9836.805353
21.0,2577,9837.215758
21.0,2577,9838.203326
21.0,2577,9839.803175
19.0,2669,9846.02621
21.0,2577,9853.268694
17.0,2773,9859.766929
20.0,2428,9867.201585
21.0,2577,9867.284136
21.0,2577,9869.816269
21.0,2577,9870.403658
21.0,2577,9872.007213
19.0,2617,9878.743631
21.0,2577,9886.14617
21.0,2577,9892.719453
21.0,2577,9899.927142
19.0,2588,9900.116465
21.0,2577,9902.592174
21.0,2577,9903.194246
11.0,2886,9909.303784
17.0,2901,9916.278038
21.0,2577,9919.454834
21.0,2577,9926.130118
20.0,2572,9933.267713
21.0,2577,9933.50215
20.0,2613,9936.34335
21.0,2577,9936.599812
21.0,2577,9942.411422
21.0,2577,9949.204691
21.0,2577,9952.271435
21.0,2577,9958.798307
21.0,2577,9966.53753
20.0,2717,9967.644831
21.0,2577,9969.201785
20.0,2614,9969.718078
21.0,2577,9974.853725
19.0,2627,9982.129833
21.0,2577,9984.525952
21.0,2577,9990.835069
21.0,2577,9999.999203
20.0,2735,10000.400579
21.0,2577,10001.545389
21.0,2577,10001.656361
21.0,2577,10006.894066
21.0,2577,10014.605543
21.0,2577,10016.762233
21.0,2577,10023.261807
21.0,2577,10032.576869
21.0,2577,10033.007294
21.0,2577,10034.229573
21.0,2577,10034.340214
21.0,2577,10039.542368
21.0,2577,10047.080311
19.0,2675,10050.574337
21.0,2577,10055.753202
21.0,2577,10065.237823
21.0,2577,10066.791449
21.0,2577,10066.905162
20.0,2674,10067.000892
21.0,2577,10072.206796
21.0,2577,10079.946592
21.0,2577,10083.473422
19.0,2694,10090.246119
21.0,2577,10098.037451
21.0,2577,10099.60431
21.0,2577,10099.803918
18.0,2600,10099.944241
20.0,2595,10105.517781
21.0,2577,10112.615127
18.0,2663,10117.365886
21.0,2577,10122.945192
21.0,2577,10130.781744
21.0,2577,10132.335355
21.0,2577,10132.532442
17.0,2944,10137.435821
21.0,2577,10138.370378
21.0,2577,10145.740932
21.0,2577,10150.519343
20.0,2552,10155.84621
21.0,2577,10165.401474
21.0,2577,10165.598051
17.0,2843,10167.221809
21.0,2577,10170.47817
21.0,2561,10171.248262
21.0,2577,10178.566849
21.0,2577,10183.333943
21.0,2577,10189.038946
21.0,2577,10198.13767
21.0,2577,10198.753163
20.0,2642,10201.017906
21.0,2577,10203.207313
18.0,2708,10205.636678
20.0,2552,10211.075135
21.0,2577,10216.066375
21.0,2577,10221.773708
21.0,2577,10230.869038
21.0,2577,10231.471125
21.0,2577,10233.690703
21.0,2577,10236.303073
21.0,2577,10238.311597
21.0,2577,10243.697366
21.0,2577,10248.672689
21.0,2577,10254.320557
21.0,2577,10263.912384
21.0,2577,10264.107924
21.0,2577,10266.347752
21.0,2577,10268.970456
21.0,2577,10270.997872
21.0,2577,10276.293904
21.0,2577,10281.766187
21.0,2577,10286.994604
21.0,2577,10296.74269
20.0,2620,10296.965506
21.0,2577,10298.992254
21.0,2577,10301.596315
19.0,2616,10304.358307
21.0,2577,10309.390466
19.0,2654,10315.075657
20.0,2674,10320.967546
19.0,2568,10329.556055
20.0,2674,10330.759954
21.0,2577,10332.073698
20.0,2608,10334.551005
21.0,2577,10337.041956
21.0,2577,10342.089059
21.0,2577,10348.080678
21.0,2577,10354.307202
20.0,2552,10362.596872
20.0,2608,10364.329695
21.0,2577,10365.350144
21.0,2577,10367.884903
21.0,2577,10370.408051
21.0,2577,10375.422152
21.0,2577,10381.621239
21.0,2577,10387.125687
21.0,2577,10395.385193
20.0,2552,10396.881747
21.0,2577,10398.147624
21.0,2577,10401.04305
21.0,2577,10403.113283
21.0,2577,10408.100538
21.0,2635,10414.780616
21.0,2577,10419.723909
21.0,2577,10427.954372
21.0,2577,10429.52193
21.0,2577,10430.889705
20.0,2611,10434.098484
21.0,2577,10435.846688
21.0,2577,10440.803205
20.0,2673,10448.784134
21.0,2577,10452.389416
21.0,2496,10459.945165
21.0,2577,10462.198585
21.0,2577,10463.448253
21.0,2577,10466.635976
21.0,2577,10468.38445
21.0,2496,10472.629321
17.0,2786,10484.210849
19.0,2650,10486.098074
21.0,2577,10492.621442
21.0,2577,10495.313562
21.0,2636,10497.169107
21.0,2577,10499.471729
17.0,2726,10503.302339
21.0,2577,10505.762554
21.0,2576,10517.518408
21.0,2577,10519.473886
21.0,2496,10524.80678
21.0,2577,10528.640424
20.0,2612,10530.835235
21.0,2577,10532.86309
20.0,2614,10537.42766
21.0,2577,10539.167552
21.0,2577,10550.969317
21.0,2637,10553.887214
21.0,2577,10558.671254
20.0,2622,10562.614849
20.0,2552,10564.112294
21.0,2577,10566.37161
20.0,2552,10570.570745
20.0,2717,10574.280101
21.0,2577,10584.274462
21.0,2577,10587.2158
21.0,2577,10591.998719
20.0,2552,10595.741617
21.0,2577,10597.491142
20.0,2733,10602.091475
21.0,2577,10603.946416
21.0,2577,10607.701414
19.0,2686,10619.411356
19.0,2876,10624.692717
21.0,2577,10625.717163
21.0,2577,10629.327373
21.0,2577,10631.040828
21.0,2577,10635.460176
20.0,2552,10637.028751
21.0,2577,10640.878403
19.0,2664,10653.210942
21.0,2577,10657.44493
21.0,2577,10658.053053
21.0,2577,10661.659405
21.0,2577,10663.359825
21.0,2620,10668.16463
20.0,2651,10670.422195
20.0,2551,10672.913654
18.0,2723,10687.319866
21.0,2577,10689.777729
20.0,2579,10690.403503
20.0,2552,10693.733863
20.0,2613,10696.410789
20.0,2580,10700.922611
21.0,2577,10702.740674
21.0,2577,10705.243004
21.0,2577,10719.591072
21.0,2577,10722.043007
21.0,2561,10722.518781
21.0,2577,10726.002745
21.0,2577,10728.6814
21.0,2577,10733.182718
21.0,2577,10734.991722
21.0,2577,10737.897522
21.0,2576,10752.315182
21.0,2576,10754.359537
21.0,2577,10754.845235
20.0,2717,10760.618002
21.0,2577,10761.17806
21.0,2577,10767.570011
17.0,2747,10767.764772
21.0,2577,10770.609803
21.0,2576,10785.10002
21.0,2577,10787.184187
21.0,2577,10787.671771
21.0,2577,10793.408092
21.0,2577,10793.970932
21.0,2577,10800.518745
20.0,2631,10801.246453
21.0,2577,10803.2489
19.0,2748,10819.743376
21.0,2577,10819.79759
20.0,2552,10820.048292
21.0,2577,10826.059597
21.0,2577,10826.625295
21.0,2577,10833.196054
21.0,2577,10833.93031
21.0,2577,10835.97793
20.0,2552,10852.307437
21.0,2577,10853.247077
20.0,2672,10853.902097
21.0,2577,10858.744298
21.0,2577,10859.314985
21.0,2577,10866.366121
21.0,2577,10866.691492
17.0,2561,10868.534923
21.0,2576,10884.900205
21.0,2576,10885.83276
21.0,2577,10886.495888
21.0,2577,10892.249538
21.0,2637,10892.265935
21.0,2577,10898.816354
20.0,2614,10899.519739
19.0,2677,10902.631802
19.0,2587,10918.260123
21.0,2576,10919.096199
18.0,2629,10920.679653
21.0,2577,10925.567976
21.0,2577,10925.584789
21.0,2577,10932.196526
21.0,2577,10932.8684
18.0,2685,10937.154274
21.0,2577,10951.828941
21.0,2637,10951.976261
20.0,2614,10953.752609
21.0,2577,10958.390712
20.0,2611,10958.709377
21.0,2577,10964.975539
20.0,2614,10966.411429
21.0,2577,10969.966683
21.0,2577,10984.607935
21.0,2577,10984.75781
17.0,2718,10988.286335
21.0,2577,10991.111973
21.0,2577,10991.43335
20.0,2552,10997.426553
21.0,2577,10999.103807
21.0,2577,11002.722186
21.0,2577,11017.269912
21.0,2577,11017.418225
21.0,2577,11021.351752
21.0,2577,11023.763753
21.0,2577,11024.080604
21.0,2577,11030.041333
21.0,2577,11031.699744
21.0,2577,11035.190771
21.0,2577,11049.782183
21.0,2637,11050.615906
21.0,2577,11053.687596
21.0,2577,11056.078579
21.0,2577,11056.799142
21.0,2577,11062.359475
21.0,2577,11064.013222
21.0,2577,11067.509635
19.0,2587,11082.669193
21.0,2577,11083.005531
21.0,2577,11086.076552
21.0,2577,11088.458636
21.0,2637,11089.842606
20.0,2672,11096.157064
21.0,2577,11096.523067
21.0,2577,11100.431492
21.0,2577,11115.609161
21.0,2577,11115.944392
21.0,2577,11119.045969
21.0,2577,11121.862972
21.0,2577,11122.746905
21.0,2577,11129.068646
21.0,2577,11129.435893
21.0,2577,11133.394108
21.0,2577,11148.095071
21.0,2577,11148.430918
21.0,2577,11151.526628
21.0,2576,11154.343278
21.0,2577,11155.238401
21.0,2577,11161.587694
21.0,2577,11162.349041
21.0,2577,11165.8426
21.0,2577,11180.520898
21.0,2577,11180.854559
21.0,2577,11183.92083
21.0,2577,11186.693024
21.0,2576,11187.966026
21.0,2577,11193.886914
21.0,2577,11194.678139
21.0,2577,11198.218757
21.0,2577,11213.546039
20.0,2618,11213.609899
21.0,2577,11216.635278
21.0,2577,11219.437314
21.0,2577,11220.728779
21.0,2577,11227.016457
21.0,2577,11227.379893
21.0,2577,11230.888225
21.0,2577,11246.589733
21.0,2577,11246.664183
21.0,2577,11249.472197
21.0,2577,11252.293491
21.0,2577,11253.594335
21.0,2577,11260.004632
21.0,2577,11260.368417
21.0,2577,11263.976794
21.0,2577,11279.543955
21.0,2577,11279.607466
18.0,2679,11283.612788
21.0,2577,11285.054332
21.0,2577,11286.354022
21.0,2577,11292.806987
21.0,2577,11293.170799
21.0,2577,11296.71308
20.0,2552,11312.109832
21.0,2577,11312.294364
21.0,2577,11316.905638
20.0,2552,11317.700131
21.0,2577,11319.23055
21.0,2577,11325.689834
20.0,2552,11325.821152
21.0,2577,11330.001046
21.0,2577,11345.002653
21.0,2577,11345.188109
21.0,2577,11349.682543
20.0,2651,11351.587082
21.0,2577,11352.0069
21.0,2577,11358.382414
21.0,2577,11358.512036
21.0,2577,11362.790217
21.0,2577,11377.76928
21.0,2577,11377.95579
21.0,2577,11382.45593
21.0,2577,11384.345878
21.0,2577,11384.767375
21.0,2577,11391.114506
20.0,2614,11392.001244
21.0,2577,11395.412051
21.0,2577,11410.438332
20.0,2580,11410.652982
21.0,2577,11415.093792
21.0,2577,11416.998143
21.0,2577,11417.42428
21.0,2577,11423.905801
21.0,2577,11424.790036
20.0,2552,11428.003013
21.0,2577,11443.611614
20.0,2614,11443.758541
21.0,2577,11448.067601
21.0,2577,11449.977904
21.0,2577,11450.811302
20.0,2651,11457.881496
20.0,2685,11459.083205
21.0,2577,11460.846017
21.0,2577,11476.685016
21.0,2577,11476.835987
21.0,2577,11480.719059
21.0,2577,11483.427257
19.0,2649,11483.69878
21.0,2577,11490.481779
21.0,2577,11491.685426
21.0,2577,11493.434325
21.0,2577,11509.395904
21.0,2577,11509.543745
21.0,2577,11513.422231
21.0,2577,11516.164224
21.0,2577,11516.434144
21.0,2577,11524.403668
20.0,2777,11525.907615
21.0,2577,11526.164972
21.0,2577,11542.132393
21.0,2577,11542.279566
18.0,2708,11547.806154
21.0,2577,11548.89973
21.0,2577,11549.171796
21.0,2577,11557.170315
21.0,2577,11558.685732
21.0,2577,11558.940187
21.0,2577,11574.594494
21.0,2577,11574.741912
20.0,2613,11581.046105
21.0,2577,11581.638839
19.0,2725,11583.197566
20.0,2673,11590.947318
21.0,2577,11591.387245
17.0,2861,11594.600021
21.0,2577,11607.094626
21.0,2577,11607.25838
21.0,2577,11613.567357
21.0,2577,11614.166227
21.0,2577,11615.717565
21.0,2577,11623.601048
21.0,2577,11624.513884
21.0,2577,11627.793587
21.0,2577,11639.960401
21.0,2577,11640.111036
21.0,2577,11646.382742
21.0,2577,11647.414821
19.0,2610,11649.326638
21.0,2577,11656.383729
21.0,2577,11657.226286
21.0,2577,11660.52773
20.0,2552,11672.436973
20.0,2732,11675.111761
21.0,2577,11680.124251
20.0,2695,11680.659818
21.0,2577,11681.990259
20.0,2608,11689.717942
21.0,2577,11689.866244
20.0,2552,11692.88145
21.0,2577,11705.259253
21.0,2577,11708.201752
21.0,2577,11714.022223
21.0,2577,11715.387709
16.0,2783,11715.905815
21.0,2577,11723.463185
21.0,2577,11723.635187
21.0,2577,11726.696465
21.0,2577,11739.020832
21.0,2577,11741.689484
21.0,2577,11747.172451
21.0,2577,11748.487753
21.0,2577,11749.396944
21.0,2577,11756.149635
21.0,2577,11756.29768
21.0,2577,11759.318323
21.0,2577,11771.75776
21.0,2577,11773.993982
21.0,2577,11779.888673
21.0,2577,11781.708322
15.0,2876,11784.828645
21.0,2577,11788.480023
21.0,2577,11788.639225
21.0,2577,11791.67767
21.0,2577,11804.272452
18.0,2727,11808.345786
21.0,2577,11812.476365
21.0,2577,11814.298735
21.0,2577,11817.449733
21.0,2577,11821.115107
21.0,2577,11824.253739
18.0,2864,11825.175079
21.0,2577,11836.734245
20.0,2685,11842.251973
21.0,2577,11844.901461
21.0,2577,11846.714876
21.0,2577,11849.843509
21.0,2577,11853.491518
21.0,2577,11856.787525
21.0,2577,11857.720706
21.0,2577,11869.259386
21.0,2577,11874.719368
21.0,2577,11877.370104
21.0,2577,11879.192114
21.0,2577,11882.319994
21.0,2577,11885.975581
21.0,2577,11889.167209
19.0,2697,11891.606634
21.0,2577,11901.601588
21.0,2577,11907.570676
21.0,2577,11909.83529
21.0,2577,11911.642277
21.0,2577,11914.784668
21.0,2577,11918.899181
21.0,2577,11922.07685
21.0,2577,11924.138355
21.0,2577,11934.23825
21.0,2577,11940.114403
21.0,2577,11942.368215
21.0,2577,11944.176357
21.0,2577,11947.289823
21.0,2577,11951.38001
21.0,2577,11954.675978
21.0,2577,11956.749251
17.0,2856,11970.173193
21.0,2577,11972.630267
21.0,2577,11974.950727
21.0,2577,11977.189821
21.0,2577,11979.939659
21.0,2577,11984.032833
21.0,2577,11987.212657
21.0,2577,11989.301199
21.0,2577,12003.266931
21.0,2577,12008.006914
18.0,2779,12008.060831
21.0,2577,12009.848245
21.0,2577,12012.97807
20.0,2651,12017.745954
21.0,2577,12019.809873
21.0,2577,12021.864151
21.0,2577,12035.756861
21.0,2577,12040.470505
21.0,2577,12040.525832
21.0,2577,12042.311286
21.0,2577,12045.430649
21.0,2577,12052.28044
21.0,2577,12054.320114
13.0,2926,12054.337016
21.0,2577,12068.252694
21.0,2577,12073.122614
20.0,2595,12073.346474
21.0,2577,12074.945269
21.0,2577,12078.074146
21.0,2577,12084.896511
20.0,2614,12087.749259
21.0,2622,12087.843959
20.0,2595,12101.258457
21.0,2577,12105.796937
21.0,2577,12106.023157
21.0,2577,12107.62724
20.0,2775,12113.415823
21.0,2577,12117.550745
18.0,2564,12120.235963
19.0,2729,12122.281773
21.0,2577,12133.66735
21.0,2577,12138.202791
21.0,2577,12138.426045
21.0,2577,12140.037172
20.0,2552,12145.264565
21.0,2577,12150.04127
21.0,2577,12152.702137
20.0,2552,12154.519208
21.0,2577,12166.089584
20.0,2552,12170.651168
21.0,2577,12170.677216
21.0,2577,12172.49464
21.0,2577,12178.122025
19.0,2686,12183.956059
21.0,2577,12185.210553
21.0,2577,12187.05033
21.0,2577,12199.102714
21.0,2577,12203.239798
19.0,2698,12204.771763
19.0,2669,12206.34943
21.0,2577,12210.727351
21.0,2577,12217.034558
21.0,2577,12217.879369
21.0,2577,12219.707191
21.0,2577,12231.789304
21.0,2577,12237.472533
19.0,2758,12238.469367
21.0,2577,12239.046961
20.0,2672,12244.650394
21.0,2577,12249.587538
21.0,2577,12250.435107
21.0,2577,12252.662688
19.0,2644,12264.951728
21.0,2518,12270.570159
20.0,2612,12270.882163
21.0,2518,12271.161069
21.0,2518,12276.399764
20.0,2640,12282.93288
21.0,2577,12283.594939
21.0,2577,12285.441051
21.0,2577,12298.219711
21.0,2577,12304.131423
21.0,2577,12304.416956
20.0,2672,12304.749822
19.0,2656,12311.166143
21.0,2577,12316.588416
21.0,2577,12317.255983
21.0,2577,12319.179167
21.0,2577,12332.238396
21.0,2577,12337.738408
21.0,2577,12338.026035
21.0,2577,12338.776382
19.0,2669,12345.85932
21.0,2577,12350.464424
20.0,2711,12352.430051
16.0,2903,12357.025659
21.0,2577,12365.582079
21.0,2577,12371.398255
20.0,2619,12372.549601
19.0,2697,12372.701366
21.0,2577,12379.280465
21.0,2577,12383.844714
20.0,2608,12386.106172
21.0,2577,12390.334545
20.0,2552,12398.708673
21.0,2577,12406.074021
19.0,2633,12406.899434
20.0,2717,12406.985995
21.0,2577,12412.751101
21.0,2577,12417.451878
21.0,2577,12419.73751
21.0,2577,12423.893275
21.0,2577,12432.038779
21.0,2577,12439.240486
21.0,2577,12440.107799
18.0,2730,12441.88015
21.0,2577,12445.571876
21.0,2577,12450.011643
20.0,2651,12453.303446
19.0,2719,12458.082544
21.0,2577,12464.474394
21.0,2577,12471.995992
21.0,2577,12472.462138
21.0,2577,12474.237113
21.0,2577,12477.944715
20.0,2679,12483.754089
19.0,2774,12488.332234
20.0,2683,12491.843727
