#{"t_start": 1674743108.5023897, "env_id": null}
r,l,t
19.0,2704,13228.678692
20.0,2481,13235.283951
17.0,2913,13237.612027
20.0,2393,13240.71349
17.0,3067,13254.271538
17.0,3054,13256.770273
15.0,3708,13259.177136
20.0,2239,13259.676453
19.0,2652,13263.464596
19.0,2499,13273.222042
13.0,4284,13275.450674
19.0,2915,13275.808375
12.0,3909,13277.338591
15.0,3472,13282.168807
19.0,2379,13285.99844
16.0,3478,13286.038555
17.0,3114,13286.96494
21.0,1995,13297.441329
14.0,3340,13298.839494
21.0,2279,13300.199735
13.0,3803,13301.00496
21.0,1995,13301.43206
14.0,3629,13306.698345
18.0,2849,13308.620514
21.0,1995,13313.409203
16.0,3442,13324.501063
17.0,2733,13325.147859
20.0,2223,13328.260004
20.0,2315,13330.908422
21.0,2099,13337.362907
18.0,3329,13339.035201
21.0,2055,13339.103816
19.0,2457,13345.496569
21.0,2097,13348.414393
19.0,2545,13349.667979
16.0,3558,13349.786059
19.0,2508,13354.263302
18.0,3003,13357.94144
12.0,4562,13364.046775
20.0,2331,13375.367978
19.0,2561,13377.045755
16.0,3516,13380.247415
9.0,5253,13385.854529
21.0,2161,13386.577586
16.0,3434,13390.410628
18.0,2611,13399.177622
21.0,2447,13404.364074
13.0,3438,13415.038756
15.0,3582,13416.389045
15.0,4284,13420.483942
18.0,2293,13420.55134
10.0,4467,13422.273621
11.0,4554,13425.615699
8.0,5409,13427.231473
19.0,2836,13429.070889
20.0,2255,13429.327524
13.0,3982,13429.878814
21.0,1995,13437.025743
11.0,3900,13437.965441
21.0,1995,13442.323205
14.0,3379,13444.342026
19.0,3192,13446.450689
20.0,2074,13460.015788
21.0,2093,13460.42946
21.0,2396,13462.121359
17.0,2654,13465.829909
20.0,2223,13469.919789
20.0,2290,13473.93531
21.0,2094,13477.500075
16.0,3117,13482.233915
18.0,3051,13484.3588
18.0,2916,13485.534673
18.0,2946,13485.874732
20.0,2497,13495.004643
10.0,5786,13501.376167
21.0,2099,13502.904284
20.0,2290,13504.403292
16.0,3453,13504.742815
21.0,2115,13506.717592
17.0,3472,13509.305267
17.0,3694,13515.444792
20.0,2391,13515.85138
21.0,2159,13525.485718
19.0,2549,13526.250168
18.0,2683,13533.479489
20.0,2594,13535.086948
20.0,2421,13540.866262
15.0,3808,13546.704819
20.0,2163,13550.397736
10.0,4720,13550.950755
19.0,2379,13551.895219
15.0,3475,13552.133825
16.0,3369,13568.277058
17.0,3584,13570.833488
14.0,4471,13585.92939
13.0,3864,13588.618089
20.0,2283,13589.976342
14.0,3939,13590.577801
19.0,2835,13594.531781
20.0,2412,13596.533438
16.0,3369,13597.209311
20.0,2468,13598.76277
12.0,5378,13606.539508
21.0,2009,13608.770497
15.0,3922,13609.217638
12.0,5048,13621.291913
16.0,3831,13622.938558
20.0,2479,13633.060221
20.0,2361,13634.713889
21.0,1995,13635.072541
20.0,2133,13639.237365
3.0,6098,13641.90703
18.0,2602,13643.859516
9.0,4905,13644.746202
19.0,2943,13646.338117
19.0,2528,13654.62129
14.0,3797,13660.782995
19.0,2834,13663.088076
10.0,5223,13667.284902
20.0,2163,13675.799301
11.0,4324,13678.602282
13.0,4295,13690.296801
19.0,2506,13692.243278
16.0,3668,13692.420663
17.0,2834,13692.940569
16.0,2604,13693.23293
20.0,3083,13693.494452
15.0,3243,13703.350262
16.0,3755,13704.200528
11.0,4595,13708.287618
21.0,2177,13708.4355
16.0,3299,13716.967899
17.0,3268,13724.826708
19.0,2708,13729.679884
13.0,3937,13735.15903
20.0,2333,13736.467873
19.0,2374,13737.069877
14.0,4866,13738.389366
19.0,2563,13738.684349
20.0,2486,13740.427646
19.0,2639,13743.034159
19.0,2424,13749.1206
19.0,2409,13749.695123
15.0,4217,13755.405932
18.0,2759,13760.769367
15.0,3816,13765.614464
20.0,2259,13779.108857
21.0,2038,13780.213585
16.0,2881,13780.590327
13.0,4081,13786.75421
16.0,2965,13787.125044
17.0,2682,13790.783638
19.0,2838,13792.148554
17.0,3025,13795.17048
9.0,4135,13796.682893
18.0,3321,13802.848712
21.0,2099,13806.388423
20.0,2393,13807.46027
18.0,3061,13809.259253
18.0,3240,13812.072867
16.0,3092,13815.592342
21.0,1995,13818.749761
21.0,2055,13819.523149
12.0,4194,13824.037569
19.0,2578,13835.831448
18.0,2933,13842.865087
15.0,3484,13845.425383
21.0,2099,13846.069542
16.0,3025,13849.675578
16.0,3227,13852.13224
19.0,2483,13854.446886
17.0,2787,13855.591394
21.0,1995,13856.454714
21.0,1977,13856.896755
20.0,2313,13859.30109
16.0,3372,13860.588839
21.0,2099,13863.77678
16.0,3048,13866.940823
17.0,3211,13872.806775
21.0,1995,13883.790503
20.0,2571,13884.442441
18.0,2613,13894.849917
8.0,5406,13897.578594
17.0,2602,13898.837181
18.0,3078,13901.162739
18.0,2619,13904.015402
18.0,2386,13904.492335
20.0,2339,13908.177401
17.0,2952,13912.928334
18.0,2820,13914.148964
14.0,3278,13918.695065
18.0,2918,13922.625947
21.0,2099,13938.056266
19.0,2843,13938.367054
11.0,4513,13941.693592
20.0,2211,13943.668786
16.0,3189,13945.542118
9.0,5204,13951.26989
18.0,2491,13952.287366
11.0,4248,13953.856408
21.0,1995,13956.91121
20.0,2318,13958.481804
15.0,3282,13966.720405
13.0,3782,13967.084376
17.0,2953,13969.256689
16.0,3291,13970.907933
14.0,3983,13974.861828
20.0,2133,13978.295378
21.0,2244,13980.7199
19.0,2267,13986.448767
15.0,3641,13991.552294
21.0,2099,13993.432534
20.0,2290,13994.438602
19.0,2637,13995.245587
20.0,2297,13995.597011
20.0,2078,13997.672955
18.0,2516,14004.425826
21.0,1995,14007.242312
21.0,2084,14010.587323
20.0,2435,14013.025623
20.0,2290,14018.407192
20.0,2135,14021.323323
16.0,3068,14025.315168
11.0,4469,14026.367411
20.0,2633,14028.323943
21.0,2099,14035.618942
19.0,2324,14037.723845
19.0,2635,14045.382329
16.0,2867,14048.94739
20.0,2499,14051.903442
17.0,3234,14052.978835
20.0,2405,14056.040679
12.0,4092,14064.065394
19.0,2505,14065.755009
17.0,3028,14070.238613
20.0,2333,14072.428849
18.0,2909,14076.283843
19.0,2789,14078.020936
20.0,2271,14078.496315
20.0,2183,14078.93895
20.0,2310,14088.985545
21.0,2237,14095.181425
18.0,2481,14095.755098
19.0,2501,14099.105867
18.0,4017,14102.189709
8.0,5724,14106.071155
18.0,2690,14106.738944
21.0,2419,14117.98453
20.0,2163,14119.256278
20.0,2470,14122.945692
9.0,6219,14124.709194
15.0,3292,14127.909575
19.0,2660,14129.186707
21.0,1995,14133.48185
21.0,2099,14134.886705
19.0,2275,14142.10196
13.0,4453,14148.135261
10.0,4228,14150.032183
17.0,2955,14158.023098
21.0,1995,14160.575232
12.0,4517,14163.292266
17.0,3033,14164.05556
19.0,2470,14164.721876
17.0,2734,14170.957299
15.0,3481,14171.868047
20.0,2287,14172.341696
20.0,2373,14178.275534
18.0,2708,14179.045135
6.0,4801,14179.694503
21.0,1995,14179.811355
18.0,2807,14187.923494
20.0,2218,14202.472828
21.0,2281,14207.777934
16.0,3063,14207.878186
20.0,2165,14212.724349
10.0,4936,14217.88753
20.0,2163,14219.846203
20.0,2403,14223.64521
19.0,2757,14224.376729
11.0,4094,14225.548593
15.0,3879,14231.353297
14.0,3610,14232.29643
16.0,3712,14233.473032
14.0,3384,14234.926051
14.0,3348,14243.037238
16.0,3437,14252.784736
20.0,2333,14256.848183
21.0,2099,14257.583454
20.0,2283,14263.017342
14.0,3626,14270.963503
19.0,2504,14270.963795
18.0,2510,14271.821507
20.0,2300,14275.750416
18.0,2763,14277.725804
8.0,5241,14278.75381
11.0,4139,14286.075161
19.0,2792,14287.711222
18.0,2657,14293.341541
21.0,2297,14300.356138
21.0,2084,14302.533385
20.0,2405,14303.155163
14.0,3848,14306.269405
8.0,5241,14307.075879
20.0,2290,14315.287652
21.0,2539,14319.182294
8.0,4817,14322.806193
18.0,2495,14323.335226
11.0,3837,14325.801983
21.0,2099,14326.172826
19.0,2715,14329.504889
19.0,2381,14333.171264
17.0,3365,14342.98446
17.0,2901,14349.010586
19.0,2597,14350.35691
20.0,2265,14350.850909
19.0,2621,14353.194154
21.0,2461,14353.94144
19.0,2693,14355.250467
20.0,2379,14365.706605
19.0,2606,14366.176663
20.0,2090,14367.022827
11.0,5177,14370.872862
20.0,2542,14372.480563
18.0,2786,14380.388581
19.0,2973,14381.501622
16.0,3034,14389.044091
17.0,2979,14391.722663
19.0,2447,14397.273062
19.0,2474,14402.562716
21.0,1995,14411.516732
21.0,2177,14413.458259
19.0,2499,14415.979504
16.0,3380,14419.509161
16.0,2989,14424.754973
18.0,3172,14427.888882
15.0,3796,14429.731857
15.0,4219,14433.216027
17.0,2760,14434.363972
15.0,4669,14434.757413
11.0,4786,14444.659194
14.0,3502,14449.833446
18.0,3220,14451.834338
20.0,2317,14456.666042
14.0,3743,14464.889839
17.0,3189,14464.890052
20.0,2195,14467.653752
15.0,3899,14473.591894
21.0,2099,14475.449682
20.0,2303,14478.246609
18.0,2524,14479.022594
16.0,3273,14479.943319
19.0,2649,14486.26303
21.0,2160,14491.75422
19.0,2325,14496.788481
18.0,2856,14499.845925
13.0,3919,14503.59334
14.0,4351,14503.693649
18.0,2706,14508.650597
20.0,2454,14514.33085
21.0,2190,14514.991721
21.0,2098,14517.828613
21.0,2009,14517.828866
19.0,2782,14517.864065
17.0,2889,14519.986494
20.0,2193,14520.520985
19.0,2438,14521.588423
6.0,5805,14525.3538
21.0,2094,14525.828254
21.0,2099,14539.413349
18.0,2704,14542.711885
20.0,2135,14548.856459
20.0,2248,14556.609592
16.0,3277,14558.452609
21.0,2177,14558.783559
17.0,3171,14563.235638
20.0,2290,14563.458159
21.0,2094,14564.620664
21.0,2177,14566.651468
18.0,2918,14572.726582
15.0,3695,14573.219822
18.0,2907,14576.143027
16.0,3388,14581.622483
19.0,2699,14590.118825
15.0,3777,14590.924752
20.0,2707,14593.573279
19.0,2411,14601.955427
19.0,2407,14610.238516
17.0,3485,14614.921604
21.0,2277,14616.140205
16.0,3050,14616.729227
21.0,2161,14617.378493
18.0,2930,14618.96641
14.0,3508,14625.076296
20.0,2290,14625.27424
18.0,2810,14626.715467
10.0,5959,14627.739824
17.0,2799,14643.794599
19.0,2326,14646.802299
12.0,4467,14651.865939
21.0,1995,14654.896637
15.0,3301,14656.898803
19.0,2424,14661.293267
20.0,2478,14663.514416
17.0,2846,14664.792791
20.0,2135,14665.967871
19.0,2506,14666.882845
6.0,5439,14667.14244
19.0,2506,14673.399275
20.0,2757,14679.726757
12.0,4911,14685.145126
20.0,2394,14689.650541
18.0,2553,14700.74214
14.0,3842,14701.380072
21.0,2417,14703.149471
21.0,1995,14704.17221
16.0,3169,14707.59617
21.0,2297,14707.663681
18.0,3147,14715.197885
10.0,5341,14719.783204
18.0,2962,14721.682385
19.0,2900,14728.871102
17.0,2867,14734.503588
19.0,2618,14735.18969
15.0,3634,14736.796152
17.0,3738,14738.507882
21.0,1977,14738.593444
21.0,2099,14744.327375
8.0,4988,14756.64852
20.0,2290,14758.924616
19.0,3013,14759.01138
18.0,3006,14760.738331
20.0,2163,14763.073227
20.0,2290,14773.019374
15.0,4463,14775.377452
15.0,3539,14775.604801
21.0,1995,14777.006973
19.0,3181,14780.80235
20.0,2437,14783.693213
20.0,2283,14788.321645
11.0,4255,14789.155057
19.0,3069,14793.381047
16.0,2916,14794.555968
17.0,3170,14795.986443
21.0,1995,14797.309087
21.0,2099,14799.454798
20.0,2195,14802.889293
21.0,1995,14810.874273
20.0,2290,14819.007958
20.0,2253,14819.717103
18.0,2853,14829.388277
13.0,3776,14834.864025
20.0,2290,14840.57984
16.0,3248,14842.227741
20.0,2615,14842.816031
18.0,3139,14843.059558
19.0,2439,14845.53757
18.0,3022,14846.363711
16.0,3181,14854.7671
15.0,3107,14854.80308
20.0,2332,14854.999182
16.0,3299,14865.253511
9.0,5714,14865.535199
18.0,2548,14877.695219
15.0,3161,14878.89422
19.0,2271,14885.959854
20.0,2193,14887.131206
19.0,2353,14891.053269
17.0,3056,14892.931575
21.0,2099,14894.643104
19.0,2319,14898.801652
5.0,6164,14905.061512
14.0,3606,14910.568008
8.0,4874,14911.960549
19.0,2716,14916.611224
10.0,4115,14920.936337
13.0,4168,14933.668904
19.0,2429,14936.72532
14.0,3812,14937.527576
15.0,3402,14943.040744
19.0,2489,14945.596018
19.0,2711,14945.619335
16.0,3311,14949.468082
16.0,3378,14949.617541
6.0,5804,14950.341035
21.0,2094,14951.433512
20.0,2390,14955.680541
16.0,3367,14956.399223
21.0,2033,14959.426223
6.0,5005,14972.360004
21.0,2038,14975.441537
20.0,2273,14980.676191
19.0,2773,14986.313264
15.0,3775,14988.06323
21.0,2063,14988.699701
21.0,2099,14991.248488
19.0,2610,14995.10845
19.0,2432,14995.753968
21.0,1995,14997.172146
20.0,2255,14998.38336
10.0,5551,15010.081421
14.0,3448,15011.19433
15.0,3638,15012.198445
15.0,3990,15026.084563
16.0,3827,15028.98379
17.0,3257,15037.211737
20.0,2163,15038.332437
20.0,2435,15041.395639
20.0,2340,15042.870013
20.0,2759,15043.643471
18.0,3072,15044.606546
12.0,4111,15050.276951
20.0,2163,15052.097228
15.0,3495,15055.080874
13.0,4004,15056.674976
20.0,2479,15057.185565
18.0,3279,15058.116702
14.0,3856,15061.302099
18.0,3359,15075.8299
19.0,2697,15077.254258
21.0,2341,15082.676728
21.0,2069,15089.60943
21.0,1995,15092.887782
18.0,3571,15096.828084
18.0,2867,15097.321975
21.0,2094,15097.844078
20.0,2416,15098.061854
21.0,1995,15099.184935
20.0,2319,15101.218671
16.0,3148,15104.414016
19.0,2823,15110.265358
13.0,3918,15115.855879
15.0,3949,15118.721677
11.0,4835,15129.019838
18.0,2942,15133.16092
18.0,2792,15135.740462
21.0,1995,15135.90298
20.0,2131,15137.743551
20.0,2163,15140.194088
20.0,2123,15141.48012
19.0,2573,15141.774154
18.0,2321,15141.901787
15.0,3694,15146.062548
20.0,2195,15157.405323
20.0,2685,15161.128109
18.0,3477,15162.732499
19.0,2593,15167.875159
18.0,3681,15174.254518
11.0,4510,15175.229866
20.0,2283,15176.481116
20.0,2163,15178.816705
21.0,2063,15180.626318
21.0,1995,15183.822335
19.0,2353,15186.504002
17.0,3188,15189.435028
18.0,2666,15190.758841
17.0,2963,15191.934994
16.0,3065,15194.008531
21.0,1995,15198.966099
20.0,2363,15207.527353
18.0,2795,15210.50259
14.0,3725,15212.464614
21.0,2401,15213.412256
20.0,2163,15215.31261
21.0,2083,15216.029152
20.0,2119,15220.960576
18.0,2450,15221.832584
20.0,2283,15229.971986
18.0,2749,15231.097617
21.0,2057,15231.137565
20.0,2163,15235.214688
19.0,2379,15236.045492
20.0,2135,15239.626122
16.0,3306,15252.11647
21.0,1995,15253.057514
20.0,2437,15253.78254
21.0,2161,15254.3003
14.0,3902,15257.753513
19.0,2504,15257.854511
20.0,2410,15266.324503
19.0,2429,15267.546448
18.0,2892,15270.599696
20.0,2193,15277.199049
20.0,2135,15279.695745
14.0,3566,15279.747179
19.0,2669,15285.312094
16.0,3004,15287.545504
21.0,2099,15292.458881
21.0,2343,15296.156531
21.0,2097,15297.277863
20.0,2361,15298.197417
20.0,2193,15299.015675
13.0,3883,15303.007052
19.0,2618,15303.549366
13.0,4008,15306.491914
19.0,2352,15310.748363
17.0,2632,15320.340066
20.0,2193,15321.243893
17.0,2975,15323.90552
21.0,2055,15324.406049
19.0,2441,15333.95214
20.0,2198,15334.324024
21.0,2115,15336.446294
16.0,3057,15337.747445
21.0,2099,15338.179433
21.0,2115,15339.304852
19.0,2489,15344.638818
20.0,2223,15345.338855
12.0,3628,15346.035365
19.0,2460,15350.37046
18.0,2547,15354.951171
21.0,2055,15362.787288
19.0,2306,15364.114709
19.0,2469,15368.117
21.0,2009,15372.358414
18.0,2720,15375.895245
21.0,1995,15375.918537
21.0,2099,15376.1756
20.0,2091,15377.315494
19.0,2397,15379.368312
21.0,1995,15382.400463
13.0,3849,15383.762386
21.0,2263,15388.849668
20.0,2397,15400.320049
18.0,2683,15401.17487
21.0,2099,15403.908519
17.0,3577,15407.017484
20.0,2163,15417.015256
20.0,2255,15420.121613
20.0,2324,15420.29913
11.0,4072,15422.536712
20.0,2163,15423.450359
17.0,2775,15425.008234
20.0,2470,15426.273774
17.0,2675,15426.703186
20.0,2588,15437.931908
21.0,1995,15439.013899
18.0,3053,15441.62921
12.0,4547,15454.166834
19.0,2698,15457.98471
20.0,2195,15461.445797
17.0,3087,15462.218869
10.0,5320,15463.422454
21.0,2055,15464.891756
20.0,2181,15466.056428
19.0,2401,15471.823292
14.0,3904,15474.103137
21.0,1995,15475.498113
18.0,3310,15479.414161
16.0,3013,15480.275631
20.0,2223,15480.911449
18.0,3104,15481.076221
16.0,3272,15482.007596
18.0,2910,15496.489654
20.0,2384,15503.248038
20.0,2211,15504.231578
20.0,2163,15504.549023
20.0,2300,15509.781076
20.0,2497,15512.32117
15.0,3139,15513.674871
20.0,2753,15513.709712
21.0,2055,15514.564129
21.0,2055,15519.306143
21.0,2055,15520.106923
20.0,2179,15523.408144
20.0,2597,15528.808376
17.0,3079,15539.625353
17.0,3660,15543.814728
20.0,2163,15545.411937
20.0,2253,15547.397697
13.0,4104,15549.93189
20.0,2193,15551.482829
20.0,2151,15554.591983
20.0,2163,15554.802746
21.0,2159,15560.444602
17.0,3059,15561.40645
20.0,2243,15572.050749
16.0,3095,15574.088781
16.0,3319,15576.142634
20.0,2193,15581.957435
21.0,2099,15584.46649
20.0,2135,15586.821997
21.0,2055,15587.32135
11.0,4813,15589.063264
17.0,3607,15589.677824
16.0,3514,15591.193665
20.0,2163,15591.945719
21.0,2084,15595.381351
20.0,2163,15596.754758
21.0,2055,15600.559454
21.0,2297,15606.092135
15.0,3287,15614.862591
20.0,2255,15615.244669
20.0,2181,15615.796186
21.0,2055,15621.081964
21.0,2055,15625.746312
20.0,2195,15626.110528
21.0,2099,15628.777639
20.0,2060,15630.154972
19.0,2298,15635.361187
17.0,3223,15637.333747
18.0,2545,15637.764833
19.0,2692,15638.224609
19.0,2330,15639.372081
20.0,2193,15641.766895
21.0,2055,15654.366945
21.0,2055,15659.744636
19.0,2459,15661.138914
18.0,2627,15664.664234
16.0,3727,15666.963018
21.0,2115,15668.608013
20.0,2193,15671.446162
21.0,2055,15676.48958
21.0,2078,15676.512941
19.0,2711,15677.175447
16.0,3819,15677.937479
20.0,2163,15680.138385
20.0,2350,15682.524856
16.0,3052,15683.254135
21.0,2115,15694.375196
20.0,2197,15706.215668
20.0,2193,15708.439388
21.0,1995,15714.388234
18.0,2848,15715.177711
19.0,2540,15720.056468
20.0,2283,15720.309457
21.0,2099,15720.460062
21.0,2295,15721.952228
21.0,2055,15722.76189
20.0,2223,15725.294563
9.0,4824,15727.187821
10.0,4538,15728.321113
14.0,3350,15741.308736
14.0,3824,15741.690506
20.0,2635,15744.964696
21.0,2063,15745.975564
21.0,1995,15746.951062
9.0,4927,15753.597311
20.0,2163,15755.844211
20.0,2163,15756.567045
21.0,2055,15759.256224
21.0,2055,15760.883205
20.0,2163,15761.434664
20.0,2195,15764.288173
20.0,2135,15768.467868
17.0,2810,15773.211543
19.0,2630,15776.795942
21.0,2069,15780.662591
21.0,1995,15784.462976
21.0,2055,15784.657536
20.0,2163,15785.695101
18.0,2838,15794.69205
16.0,3758,15796.114768
20.0,2163,15796.511946
20.0,2265,15799.140124
21.0,2055,15799.520411
20.0,2163,15799.918035
21.0,2055,15800.087941
20.0,2271,15807.385822
19.0,2538,15816.573596
21.0,2235,15819.174958
18.0,2546,15821.474143
20.0,2223,15822.761866
14.0,3883,15826.947466
20.0,2435,15830.54712
21.0,2063,15835.233816
21.0,2055,15835.487537
21.0,2055,15838.489934
21.0,2055,15838.890204
18.0,2673,15845.303665
15.0,3325,15848.509598
19.0,2259,15849.851025
20.0,2150,15862.255923
21.0,1995,15864.83996
15.0,3412,15864.956962
20.0,2271,15865.862014
13.0,3681,15869.161931
19.0,2843,15870.488254
21.0,2055,15874.62188
17.0,2992,15875.932502
21.0,2159,15879.634636
20.0,2255,15888.575227
6.0,5476,15888.81409
19.0,3054,15888.871006
17.0,2945,15895.198483
16.0,3213,15896.606028
19.0,2487,15897.535551
18.0,2792,15901.94795
21.0,2055,15904.0708
21.0,2055,15904.201002
21.0,2223,15904.711276
21.0,2219,15908.206205
20.0,2450,15926.402212
20.0,2153,15929.650516
20.0,2842,15930.110254
20.0,2269,15931.621595
21.0,2055,15934.177461
15.0,3666,15940.271352
21.0,2055,15943.629759
19.0,2473,15944.407393
20.0,2253,15946.788492
20.0,2679,15947.371922
17.0,3092,15947.455435
20.0,2271,15951.212056
15.0,4278,15955.945124
13.0,4679,15958.06794
21.0,2115,15969.579923
15.0,3469,15969.852759
21.0,2055,15970.43051
20.0,2331,15970.430773
20.0,2163,15970.969482
17.0,3824,15974.545004
21.0,1995,15981.487778
21.0,1995,15982.26438
21.0,2055,15986.370736
21.0,2055,15986.455149
20.0,2681,15991.079356
21.0,2055,15994.94372
15.0,3533,16001.093512
20.0,2331,16002.260998
21.0,2055,16009.40458
20.0,2179,16010.912693
18.0,3479,16012.65093
16.0,3253,16012.829165
21.0,2055,16013.347454
21.0,2055,16020.273425
21.0,2055,16021.044089
19.0,2765,16023.324419
21.0,2055,16025.125999
18.0,2943,16026.145788
20.0,2163,16031.842079
14.0,3534,16036.819401
21.0,2055,16039.937491
17.0,2905,16041.327623
21.0,2123,16042.37645
20.0,2198,16050.885752
21.0,2055,16051.598489
20.0,2220,16052.804671
21.0,1995,16057.887787
21.0,2055,16059.786603
15.0,3606,16062.950986
20.0,2240,16067.353832
16.0,3168,16073.066012
20.0,2300,16075.25757
21.0,2055,16078.650036
20.0,2211,16082.990101
20.0,3314,16088.786435
18.0,2861,16090.834333
20.0,2163,16092.515856
15.0,3755,16094.299398
20.0,2334,16095.036257
10.0,4925,16105.715902
21.0,2055,16106.337657
16.0,3459,16107.740382
20.0,2475,16109.850917
17.0,2779,16110.551319
16.0,3103,16118.692255
20.0,2767,16125.631212
16.0,3903,16126.809288
21.0,2055,16127.838913
18.0,2750,16130.922858
15.0,3181,16135.727427
21.0,2099,16147.908505
21.0,1995,16148.06852
21.0,2055,16158.164443
17.0,2871,16161.454211
18.0,4128,16161.976809
15.0,3578,16162.831807
21.0,2055,16165.324416
21.0,2055,16166.531415
21.0,2055,16167.57712
12.0,4100,16171.17984
21.0,1995,16174.368318
19.0,2377,16176.841178
21.0,1995,16186.620195
12.0,4257,16187.581726
21.0,2055,16187.639763
13.0,4124,16189.92453
13.0,5236,16191.32169
21.0,2055,16197.957014
21.0,2055,16201.737592
21.0,2055,16205.29917
21.0,2055,16207.510972
20.0,2170,16208.718402
4.0,6006,16210.832762
18.0,2616,16212.317222
21.0,2055,16216.811245
19.0,2485,16219.356564
16.0,3262,16226.098958
18.0,2673,16226.250928
21.0,2055,16226.668584
21.0,2055,16230.112913
21.0,1995,16230.342856
20.0,2375,16233.95179
21.0,2055,16237.980657
21.0,1995,16243.878278
17.0,2910,16244.23559
21.0,1977,16245.716324
21.0,2055,16250.483668
21.0,2055,16256.529676
18.0,2823,16263.155752
20.0,2693,16264.30303
21.0,2055,16265.97334
21.0,2055,16266.356744
16.0,3470,16269.068788
20.0,2197,16272.737607
21.0,2055,16273.641472
21.0,2055,16277.688644
19.0,3201,16281.261687
21.0,2055,16283.483541
21.0,2055,16285.282691
17.0,3203,16287.89317
20.0,3044,16288.605639
20.0,2150,16291.792252
20.0,2618,16294.452453
19.0,2337,16301.164134
21.0,1995,16301.22014
21.0,2055,16303.433372
21.0,2055,16305.400559
20.0,2165,16307.107329
20.0,2119,16309.251631
21.0,1995,16311.306651
16.0,2586,16321.620045
21.0,2055,16326.660162
19.0,2619,16327.103873
21.0,2055,16330.585749
19.0,2561,16331.840618
19.0,2533,16333.125721
21.0,1995,16338.99515
21.0,2055,16340.111635
21.0,2055,16342.40401
18.0,2671,16344.995418
21.0,2055,16348.203867
21.0,2055,16350.27198
17.0,3325,16351.483987
14.0,3924,16355.465338
21.0,1995,16359.435558
21.0,2055,16366.025428
14.0,3360,16369.056151
21.0,2055,16369.513731
21.0,2039,16371.734862
20.0,2202,16373.616565
20.0,2781,16379.42457
21.0,1995,16382.799259
13.0,4024,16383.426982
21.0,2055,16387.140003
20.0,2223,16397.529289
17.0,3054,16397.919806
16.0,3207,16399.738276
19.0,3070,16400.521433
21.0,2055,16404.925046
18.0,2523,16407.131974
21.0,2055,16407.929168
21.0,2038,16408.06135
18.0,3581,16417.895902
21.0,2115,16419.258881
20.0,2466,16420.107805
13.0,3705,16421.462757
21.0,2055,16422.140311
19.0,2432,16428.72264
19.0,2344,16431.415552
21.0,1995,16438.258551
21.0,2055,16438.624128
14.0,3785,16443.372595
21.0,2055,16446.183884
21.0,2055,16447.113177
19.0,2506,16452.532048
21.0,2055,16458.397835
17.0,2721,16459.602896
18.0,3274,16460.001762
15.0,3320,16460.496791
21.0,2055,16461.301261
19.0,2469,16467.085029
21.0,2055,16467.804596
21.0,2055,16470.496127
19.0,2790,16470.977435
18.0,2881,16476.319267
21.0,2055,16477.722337
21.0,2055,16482.508737
21.0,2039,16485.77424
18.0,2916,16493.620323
20.0,2541,16494.417094
19.0,2170,16499.654716
20.0,2576,16501.436063
20.0,2179,16502.705539
21.0,1995,16505.034533
21.0,2055,16509.614325
20.0,2681,16510.983739
20.0,2135,16516.880212
16.0,3100,16518.534703
17.0,3122,16519.871858
21.0,1995,16520.478305
20.0,2320,16521.849632
18.0,2826,16524.740618
18.0,3194,16528.59522
21.0,2055,16532.815971
20.0,2179,16535.881206
21.0,2055,16541.778273
21.0,1995,16542.960762
19.0,2471,16546.598714
15.0,3505,16552.388639
21.0,2055,16557.556648
21.0,2055,16558.881881
21.0,2055,16559.488042
21.0,2055,16560.880943
21.0,2055,16563.834441
18.0,2778,16569.892568
14.0,3706,16572.049423
14.0,3326,16572.974414
20.0,2223,16575.18315
19.0,3555,16578.632851
21.0,2055,16580.918752
21.0,2055,16582.098047
20.0,2453,16582.556733
21.0,2055,16585.715878
21.0,2055,16591.483744
18.0,3376,16592.678075
21.0,2055,16596.560077
21.0,2055,16597.8593
21.0,2055,16598.465888
20.0,2179,16611.135781
20.0,2170,16613.134607
21.0,2055,16614.111428
20.0,2223,16615.074385
17.0,2747,16615.999849
19.0,2944,16616.821515
21.0,2055,16617.576553
21.0,2055,16621.047251
20.0,2163,16623.54977
20.0,2331,16625.083471
21.0,2235,16633.932461
17.0,2647,16636.018884
21.0,2055,16637.675636
18.0,2566,16641.51362
21.0,2055,16652.080632
18.0,2968,16652.956834
20.0,2179,16655.487165
21.0,2055,16655.86734
20.0,2163,16658.669655
21.0,2055,16662.600505
19.0,2880,16669.724157
19.0,2989,16672.728308
16.0,2792,16674.08877
21.0,2055,16676.616039
18.0,2826,16678.784606
17.0,3632,16680.152541
20.0,2455,16680.678479
19.0,2500,16683.507185
13.0,4587,16685.148628
21.0,2055,16691.221575
21.0,2055,16692.108572
21.0,2055,16694.544983
21.0,2055,16697.741034
19.0,2741,16707.911256
21.0,2055,16708.805131
21.0,2055,16711.77847
21.0,2055,16715.636414
21.0,2055,16717.805128
21.0,2055,16719.107249
18.0,2997,16719.521464
21.0,2055,16719.623214
20.0,2528,16722.167141
15.0,4396,16724.988209
20.0,2419,16731.072402
21.0,2055,16731.140974
21.0,2055,16733.585084
21.0,2115,16738.05099
19.0,3050,16741.631019
21.0,2055,16747.173794
20.0,2957,16747.577769
21.0,2055,16748.049886
21.0,2055,16757.051933
20.0,2170,16757.075716
21.0,2055,16758.360587
21.0,2055,16758.778128
