#{"t_start": 1674922134.0819445, "env_id": null}
r,l,t
19.0,1862,12056.636833
17.0,2034,12057.572454
13.0,2712,12062.143897
20.0,1679,12062.94833
21.0,1703,12066.170923
17.0,1840,12067.436816
21.0,1698,12070.513242
21.0,1698,12070.646695
20.0,1769,12070.909806
20.0,1679,12072.293713
21.0,1698,12075.830778
21.0,1721,12077.734088
20.0,1827,12081.72439
7.0,3379,12082.406058
20.0,1679,12084.680724
20.0,1679,12084.828783
21.0,1719,12088.454376
20.0,1769,12093.926399
16.0,2132,12094.890088
20.0,1817,12095.579062
21.0,1698,12096.686303
21.0,1698,12097.924671
20.0,1768,12102.240791
19.0,1849,12103.814319
19.0,1921,12105.342116
19.0,1863,12105.68556
19.0,1893,12109.736317
19.0,1892,12111.618382
21.0,1698,12112.722691
20.0,1785,12113.606943
21.0,1698,12115.048247
21.0,1820,12117.067721
19.0,1844,12121.281092
20.0,1769,12128.176087
19.0,1894,12128.609833
19.0,1914,12132.037291
19.0,1909,12136.310228
18.0,2340,12137.35221
16.0,2518,12138.865957
20.0,1925,12140.049472
18.0,1958,12140.31419
18.0,2113,12141.54803
20.0,1875,12143.290437
20.0,1722,12143.587927
21.0,1698,12144.120149
15.0,2201,12151.235689
17.0,1976,12152.690732
15.0,2247,12155.471041
19.0,1913,12155.782209
20.0,1890,12162.664956
20.0,1756,12163.71459
17.0,2041,12164.952751
21.0,1660,12168.729842
20.0,1812,12168.893924
19.0,1914,12171.733393
21.0,1764,12171.756853
21.0,1764,12172.01289
21.0,1698,12173.746661
19.0,1847,12174.707831
20.0,1750,12174.954888
19.0,1804,12176.405661
21.0,1698,12182.945115
19.0,1956,12186.084216
20.0,1793,12187.74732
21.0,1638,12192.922333
20.0,1739,12195.976895
21.0,1884,12196.303131
10.0,2340,12197.213041
20.0,1679,12198.869499
20.0,1738,12199.768716
20.0,1679,12201.775745
21.0,1698,12202.365085
21.0,1676,12203.727648
21.0,1660,12204.408096
20.0,1679,12204.982166
21.0,1698,12206.740021
20.0,1678,12212.927371
14.0,2456,12215.606775
18.0,1994,12221.66236
21.0,1660,12222.537977
18.0,2007,12223.5578
20.0,1679,12225.915535
20.0,1679,12227.140681
19.0,1742,12227.359118
21.0,1698,12229.14064
20.0,1775,12231.397762
21.0,1703,12232.669814
21.0,1698,12233.937124
21.0,1698,12234.612877
21.0,1703,12235.268778
21.0,1886,12235.345781
21.0,1698,12243.084623
17.0,2077,12243.662352
20.0,1859,12248.628865
21.0,1698,12251.830355
19.0,1863,12256.628222
21.0,1698,12257.295449
21.0,1776,12257.459142
21.0,1698,12257.519847
21.0,1698,12261.562102
14.0,2212,12261.852861
20.0,1762,12263.972881
21.0,1698,12264.106523
21.0,1698,12264.789262
17.0,2087,12266.223129
20.0,1827,12267.735635
20.0,1826,12267.797139
21.0,1698,12273.267996
21.0,1698,12273.838491
21.0,1698,12278.79033
21.0,1698,12281.992821
21.0,1698,12287.489031
19.0,1845,12290.296885
20.0,1709,12292.000084
17.0,2034,12292.87322
20.0,1810,12294.099815
21.0,1698,12294.372234
15.0,2122,12295.334378
19.0,1771,12296.354655
21.0,1698,12298.066807
18.0,1903,12300.141765
16.0,2170,12302.637441
19.0,2007,12303.492632
20.0,1888,12306.924368
20.0,1972,12308.999242
21.0,1698,12309.115653
21.0,1698,12317.767817
20.0,1756,12321.587173
21.0,1698,12322.234251
21.0,1698,12324.601668
20.0,1679,12326.233699
18.0,1944,12328.691427
21.0,1998,12330.884608
20.0,1800,12332.163171
20.0,1679,12332.520756
19.0,1756,12334.735639
21.0,1698,12337.127871
17.0,2252,12338.100667
21.0,1698,12339.190473
8.0,3343,12341.588476
19.0,1867,12342.341614
11.0,2856,12343.736256
21.0,1820,12350.170162
21.0,1698,12352.450092
20.0,1756,12352.844173
20.0,1679,12354.465546
19.0,1773,12357.750093
17.0,1892,12362.324395
20.0,1756,12363.726949
19.0,1769,12366.170004
18.0,2106,12368.311216
21.0,1729,12369.926951
19.0,1844,12370.906882
20.0,1763,12372.911456
12.0,2351,12373.95372
18.0,2167,12375.656936
19.0,1802,12375.733872
15.0,2016,12378.135101
20.0,1788,12382.044783
21.0,1698,12382.789763
21.0,1698,12383.219397
21.0,1698,12384.993804
19.0,1934,12392.566396
21.0,1698,12392.960589
21.0,1698,12394.363833
21.0,1698,12396.809199
21.0,1779,12401.989403
20.0,1883,12404.783366
17.0,2076,12405.635187
19.0,1819,12405.658098
21.0,1715,12406.636425
21.0,1820,12406.7301
19.0,1844,12408.872403
18.0,1809,12410.749877
21.0,1698,12412.55639
21.0,1698,12415.227403
17.0,1921,12417.55678
18.0,1958,12417.828086
21.0,1698,12422.68321
21.0,1698,12424.479985
19.0,2206,12432.084858
18.0,2057,12433.285214
19.0,1772,12433.418833
21.0,1660,12435.078516
21.0,1660,12435.10186
21.0,1660,12436.163866
20.0,1724,12437.210582
19.0,2007,12440.445136
19.0,1817,12441.145607
21.0,1660,12442.028003
19.0,1891,12444.312263
19.0,1817,12450.069395
18.0,2062,12451.825273
17.0,1949,12452.170568
18.0,1832,12455.22497
19.0,1948,12459.054751
21.0,1698,12463.640386
20.0,1679,12466.03879
18.0,1952,12466.802104
20.0,1799,12467.092189
20.0,1799,12467.114835
20.0,1795,12469.158994
21.0,1698,12470.620877
21.0,1698,12471.379843
19.0,1917,12476.144741
20.0,1823,12476.768359
14.0,2559,12478.854281
21.0,1698,12482.061647
19.0,1922,12484.287151
21.0,1698,12485.459056
18.0,2011,12487.950846
21.0,1698,12489.316322
21.0,1698,12493.817172
21.0,1698,12496.214204
21.0,1698,12496.972053
21.0,1698,12497.284357
19.0,1948,12501.678279
19.0,1947,12505.831638
18.0,2012,12506.292226
20.0,1741,12507.564701
21.0,1698,12508.922065
17.0,1901,12515.692504
21.0,1698,12517.971325
20.0,1898,12519.03648
14.0,2514,12520.643863
10.0,3016,12522.63545
18.0,1988,12524.495859
11.0,2666,12531.489541
19.0,1741,12536.700678
13.0,2235,12536.867811
15.0,2255,12536.930691
15.0,2300,12536.97673
13.0,2512,12538.332635
20.0,1679,12538.709956
18.0,1807,12539.657418
15.0,2281,12542.149523
17.0,2140,12544.303972
20.0,1740,12550.14
20.0,1862,12553.924308
19.0,1776,12554.396219
21.0,1698,12554.886281
20.0,2069,12554.963485
14.0,2215,12555.269596
21.0,1698,12561.921472
20.0,1741,12568.122615
20.0,1741,12568.168121
21.0,1703,12570.167178
20.0,1756,12573.613005
21.0,1703,12574.830342
16.0,2179,12575.901794
13.0,2331,12578.453384
15.0,2263,12579.228671
18.0,1874,12583.594012
13.0,2579,12584.486066
21.0,1698,12584.707428
21.0,1698,12585.195777
20.0,1756,12585.289252
21.0,1698,12585.5787
20.0,1762,12586.423938
21.0,1719,12592.632309
19.0,1804,12602.394837
17.0,2005,12603.949545
20.0,1741,12605.924256
21.0,1819,12606.113492
21.0,1698,12606.246194
21.0,1698,12608.823484
20.0,1761,12610.717432
12.0,2437,12611.744227
21.0,1698,12613.976248
21.0,1698,12615.572325
21.0,1698,12615.665371
21.0,1821,12617.063979
20.0,1767,12617.173694
21.0,1819,12617.251566
20.0,1970,12621.608812
21.0,1698,12622.956523
21.0,1698,12632.674918
21.0,1698,12636.248434
21.0,1698,12636.557562
20.0,1756,12637.512684
17.0,1989,12639.679483
21.0,1698,12641.377487
18.0,1850,12642.26298
20.0,1756,12643.573074
20.0,1679,12644.490559
21.0,1698,12646.557449
21.0,1698,12646.657959
21.0,1698,12648.162494
21.0,1698,12648.286413
17.0,1960,12653.371016
17.0,1969,12658.049073
18.0,1927,12658.661417
20.0,1679,12667.79237
21.0,1698,12667.831639
19.0,1905,12668.000119
21.0,1820,12673.324932
21.0,1698,12675.565653
20.0,1849,12676.166881
19.0,1801,12676.540954
15.0,2186,12677.828723
21.0,1698,12678.993676
17.0,2063,12679.173685
20.0,1781,12680.574923
21.0,1698,12683.821168
17.0,2104,12684.75156
20.0,1706,12689.227234
14.0,2450,12691.094415
21.0,1883,12691.801967
21.0,1736,12699.080165
20.0,1756,12699.274938
21.0,1698,12703.629697
19.0,2097,12705.321059
21.0,1698,12705.89466
20.0,1741,12707.636831
20.0,1679,12709.145169
19.0,1784,12712.429141
20.0,1706,12715.175892
20.0,1794,12715.850977
18.0,2099,12716.437141
17.0,2312,12719.102339
15.0,2441,12719.826466
20.0,1741,12722.243604
20.0,1741,12722.939144
16.0,2175,12728.11474
20.0,1788,12731.296273
20.0,1957,12734.098445
19.0,1771,12735.32088
20.0,1679,12735.382612
20.0,1741,12737.046997
20.0,1707,12739.692561
18.0,1874,12741.154423
19.0,1858,12745.629684
20.0,1741,12746.307621
21.0,1698,12746.809915
18.0,1852,12748.959606
21.0,1698,12749.443884
21.0,1702,12752.510842
20.0,1860,12752.98956
18.0,1874,12756.23972
21.0,1698,12758.28784
21.0,1698,12764.276662
19.0,1876,12764.636574
20.0,1810,12767.538279
21.0,1698,12769.863675
21.0,1698,12771.380967
21.0,1698,12775.885069
17.0,2236,12776.842923
21.0,1698,12777.062348
15.0,2381,12777.706244
20.0,1679,12778.939937
20.0,1679,12779.429272
19.0,1880,12779.881013
21.0,1698,12782.838193
20.0,1756,12787.742415
18.0,2048,12794.999237
21.0,1698,12795.130294
13.0,2486,12797.493695
21.0,1698,12798.068417
18.0,1905,12798.48734
20.0,1741,12801.221626
19.0,1799,12803.817572
21.0,1698,12806.515083
20.0,1679,12807.158494
19.0,1782,12809.217865
19.0,1810,12811.558443
19.0,1801,12811.885621
18.0,2026,12814.244969
21.0,1698,12818.219543
21.0,1698,12825.491285
16.0,2601,12826.595978
20.0,1762,12826.760246
20.0,1706,12828.114853
17.0,2557,12828.76096
20.0,1738,12829.665581
15.0,2221,12837.812725
20.0,1740,12838.171501
18.0,1858,12839.647378
15.0,2233,12841.139556
21.0,1698,12842.110669
18.0,2181,12842.703125
21.0,1757,12842.84947
21.0,1698,12844.458748
14.0,2264,12849.522407
20.0,1840,12850.955482
21.0,1698,12856.729712
20.0,1756,12857.91521
21.0,1702,12858.316408
21.0,1698,12859.83641
19.0,1769,12860.196342
21.0,1698,12868.332215
21.0,1698,12869.798464
21.0,1698,12871.281622
20.0,1679,12872.50803
18.0,1955,12872.555113
20.0,1679,12872.665266
20.0,1721,12872.693893
21.0,1698,12874.62169
8.0,3007,12878.909043
18.0,1826,12881.95549
20.0,1767,12882.336429
19.0,1791,12888.519018
21.0,1698,12889.918177
20.0,1707,12890.434878
20.0,1902,12891.686637
19.0,1933,12892.628477
21.0,1698,12899.985358
21.0,1698,12902.842983
21.0,1719,12903.201417
19.0,1804,12904.602266
20.0,1888,12906.055764
21.0,1974,12909.671474
18.0,2172,12909.873706
17.0,1895,12912.585322
21.0,1702,12912.585584
19.0,1797,12913.903903
12.0,2658,12915.562411
21.0,1697,12920.110241
21.0,1698,12920.665652
20.0,1678,12922.495259
20.0,1762,12923.043554
17.0,2223,12928.042467
21.0,1698,12933.167131
21.0,1698,12933.52885
20.0,1950,12934.786937
20.0,1848,12937.763131
21.0,1698,12940.412958
21.0,1698,12943.129313
21.0,1698,12943.129558
16.0,2151,12944.660165
21.0,1698,12946.121618
20.0,1976,12949.392973
21.0,1698,12950.712252
21.0,1702,12953.161328
21.0,1819,12953.416807
12.0,2734,12958.682991
17.0,2051,12959.909238
21.0,1698,12965.263694
19.0,1846,12966.306335
19.0,1828,12966.355139
18.0,1882,12974.119181
20.0,1741,12974.321965
21.0,1719,12976.911807
19.0,1859,12977.955868
16.0,1961,12978.246607
16.0,2279,12978.590043
10.0,2924,12980.689311
20.0,1909,12983.587648
21.0,1698,12983.822765
20.0,1828,12985.882621
19.0,1831,12991.468547
19.0,1859,12993.187366
16.0,2503,12995.44959
21.0,1698,12996.675424
19.0,1817,12997.788534
20.0,1831,12999.094824
20.0,1679,13004.258147
21.0,1698,13007.188208
19.0,1927,13008.476087
20.0,1769,13009.501093
20.0,1788,13012.592846
21.0,1660,13013.470015
21.0,1673,13013.47023
18.0,1994,13013.848878
21.0,1660,13015.551735
17.0,2123,13016.504264
19.0,1830,13024.451189
19.0,1785,13025.383208
20.0,1737,13026.854426
20.0,1707,13027.53923
20.0,1737,13029.182791
17.0,1899,13038.507004
13.0,2246,13039.55269
19.0,1846,13040.516587
21.0,1776,13045.489797
17.0,2125,13046.780464
21.0,1698,13047.127399
18.0,1951,13048.633724
18.0,1910,13049.966741
15.0,2260,13050.222343
16.0,2161,13051.528754
21.0,1702,13057.288357
21.0,1698,13057.898403
15.0,2506,13058.9751
21.0,1698,13059.549767
15.0,2081,13061.729447
15.0,2224,13065.203208
21.0,1698,13068.88019
21.0,1698,13070.885759
21.0,1764,13077.00209
18.0,2128,13077.561154
20.0,1751,13078.401784
20.0,1769,13080.215496
20.0,1786,13082.113619
20.0,1853,13083.059438
16.0,2116,13084.579589
18.0,1879,13085.079698
21.0,1672,13087.120759
20.0,1785,13089.738126
20.0,1741,13090.027973
20.0,1751,13092.955711
16.0,2045,13096.014167
20.0,1760,13096.58716
21.0,1698,13101.304335
18.0,1827,13101.625169
17.0,2031,13113.909729
19.0,1884,13113.952627
20.0,1763,13114.667688
14.0,2124,13116.458685
19.0,1800,13116.855359
20.0,1861,13118.455777
15.0,2324,13118.661833
19.0,1810,13119.578094
21.0,1698,13120.212737
15.0,2149,13120.666911
21.0,1698,13123.499137
17.0,1958,13125.214078
20.0,1679,13126.23359
21.0,1698,13127.188147
21.0,1698,13131.803321
20.0,1756,13133.139841
20.0,1679,13144.105456
21.0,1698,13144.489715
21.0,1698,13145.16846
20.0,1741,13147.777775
20.0,1756,13148.436782
21.0,1698,13148.993354
21.0,1698,13149.200557
20.0,1679,13149.771963
20.0,1679,13150.39809
20.0,1679,13150.863508
20.0,1679,13153.606256
21.0,1698,13155.637741
21.0,1698,13156.648975
21.0,1698,13157.556991
21.0,1698,13162.10885
20.0,1761,13164.557434
21.0,1698,13174.706089
21.0,1698,13175.385452
19.0,1798,13176.115737
20.0,1766,13179.861334
21.0,1698,13180.599596
21.0,1698,13181.047543
20.0,1862,13182.128509
19.0,1830,13182.334025
21.0,1673,13183.384974
17.0,1968,13184.243817
20.0,1679,13185.539122
20.0,1679,13186.550234
17.0,2219,13187.301515
21.0,1698,13187.810785
20.0,1679,13192.046273
19.0,1827,13197.253899
20.0,1679,13204.83814
20.0,1679,13205.515362
21.0,1698,13210.468803
21.0,1698,13211.67598
21.0,1698,13212.777612
21.0,1698,13214.100852
17.0,2122,13214.537607
20.0,1786,13214.733604
21.0,1702,13215.187103
21.0,1698,13217.916061
21.0,1698,13218.786129
21.0,1698,13219.366038
21.0,1672,13223.702572
12.0,2526,13227.951516
18.0,2279,13228.548567
21.0,1698,13229.941138
21.0,1698,13238.314683
21.0,1698,13243.745478
21.0,1698,13244.917226
20.0,1707,13246.162214
21.0,1698,13247.600767
21.0,1698,13247.774395
21.0,1698,13248.17283
18.0,1832,13249.629248
21.0,1698,13250.437583
21.0,1698,13251.685771
21.0,1819,13253.339576
14.0,2559,13254.356298
21.0,1698,13259.240328
21.0,1698,13259.757302
20.0,1942,13265.326241
11.0,2424,13268.360803
21.0,1698,13268.56572
21.0,1698,13273.989321
20.0,1738,13275.869891
20.0,1738,13277.110583
21.0,1698,13277.851116
21.0,1698,13278.032075
21.0,1698,13279.904822
21.0,1698,13283.624278
19.0,2024,13284.297872
20.0,1738,13285.367484
17.0,2021,13287.728215
12.0,2129,13288.415293
21.0,1698,13289.553204
21.0,1698,13290.075204
20.0,1695,13295.580308
20.0,1679,13298.348778
20.0,1679,13298.553273
20.0,1707,13304.507607
21.0,1698,13306.230243
19.0,1809,13310.189878
18.0,1870,13310.552171
20.0,1741,13311.023322
19.0,1866,13311.399436
20.0,1741,13314.714853
21.0,1698,13315.671835
19.0,1862,13317.524383
20.0,1741,13320.618128
20.0,1741,13321.156008
18.0,2034,13324.040356
17.0,2167,13327.08784
21.0,1698,13328.675747
21.0,1698,13328.877142
19.0,1953,13330.492346
20.0,1678,13336.234641
20.0,1787,13336.457914
21.0,1715,13341.65685
20.0,1706,13341.876238
19.0,1796,13342.662739
20.0,1679,13345.663379
19.0,2061,13347.013088
21.0,1819,13347.19657
20.0,1796,13349.599598
21.0,1698,13350.985682
20.0,1788,13353.185239
21.0,1698,13357.498308
17.0,1913,13358.285006
21.0,1698,13359.284705
19.0,1888,13362.46845
21.0,1698,13366.560166
17.0,2092,13367.880776
18.0,1838,13369.270926
21.0,1698,13372.203918
21.0,1698,13376.015808
19.0,1940,13376.328692
21.0,1698,13377.573437
21.0,1819,13379.56214
21.0,1698,13379.991839
21.0,1698,13381.355875
21.0,1698,13383.482664
16.0,2494,13387.247044
18.0,1968,13392.824927
18.0,1961,13393.485413
19.0,1935,13394.023373
20.0,1823,13395.221493
21.0,1698,13397.132986
21.0,1698,13398.464206
21.0,1698,13399.865318
20.0,1763,13408.038255
17.0,2005,13408.560832
21.0,1698,13410.410264
21.0,1698,13410.852179
18.0,2009,13412.768203
20.0,1740,13412.972837
21.0,1698,13414.350284
21.0,1698,13418.089579
15.0,2377,13420.647431
21.0,1698,13423.560261
21.0,1698,13424.218777
19.0,1852,13427.468114
21.0,1698,13427.815737
19.0,1858,13428.786924
21.0,1698,13429.145816
21.0,1698,13430.521267
21.0,1698,13439.078342
19.0,1814,13440.634928
21.0,1698,13440.926346
20.0,1679,13441.022887
21.0,1698,13443.271989
21.0,1698,13443.475472
19.0,1818,13447.007713
21.0,1698,13451.127733
19.0,1874,13451.808555
21.0,1698,13454.0649
21.0,1819,13456.897994
21.0,1715,13458.335882
21.0,1698,13459.340694
20.0,1761,13459.504921
21.0,1698,13459.707799
21.0,1705,13461.238486
21.0,1698,13471.330935
21.0,1698,13471.424638
21.0,1819,13471.664494
21.0,1819,13473.208095
21.0,1698,13473.684841
21.0,1698,13473.889277
20.0,1762,13478.501185
21.0,1698,13481.449656
21.0,1698,13482.130358
21.0,1698,13484.561246
21.0,1698,13487.532121
21.0,1698,13488.963072
21.0,1698,13489.959639
19.0,1756,13491.362392
20.0,1786,13491.70536
21.0,1698,13491.853681
20.0,1679,13501.909942
21.0,1698,13501.938593
21.0,1698,13504.461653
20.0,1768,13505.047017
19.0,1830,13506.614971
18.0,2215,13511.252485
20.0,1679,13511.739527
19.0,1785,13514.310308
17.0,2096,13516.238396
18.0,1859,13517.884896
19.0,1784,13523.197354
16.0,1930,13523.416975
15.0,2158,13526.077761
16.0,2115,13529.479985
16.0,2145,13530.158602
21.0,1698,13532.295897
21.0,1698,13532.317545
21.0,1698,13534.864855
20.0,1800,13538.866489
19.0,1976,13540.439863
21.0,1698,13542.169443
12.0,2949,13542.709436
17.0,1960,13546.346911
21.0,1698,13548.28868
20.0,1823,13548.887211
15.0,2066,13551.292374
21.0,1698,13553.591909
21.0,1698,13553.813668
21.0,1820,13558.607744
21.0,1698,13559.817314
20.0,1679,13560.160954
21.0,1698,13562.616066
20.0,1821,13567.353616
21.0,1698,13569.140393
21.0,1698,13570.713938
17.0,2210,13571.775427
19.0,1830,13574.782125
19.0,1821,13575.159049
20.0,1679,13576.280349
20.0,1679,13578.303748
21.0,1698,13584.082393
19.0,1840,13584.31898
20.0,1707,13584.466194
20.0,1679,13588.851436
20.0,1678,13590.40073
19.0,1742,13591.222147
15.0,2360,13591.300009
21.0,1698,13593.23841
20.0,1799,13599.783534
21.0,1660,13600.682838
21.0,1660,13605.141586
18.0,1866,13605.433281
21.0,1660,13606.297304
18.0,1906,13609.203349
18.0,2304,13610.672338
21.0,1698,13614.600539
21.0,1698,13614.98052
18.0,2078,13615.75644
20.0,1799,13616.651736
20.0,1707,13619.478717
20.0,1793,13623.434344
21.0,1698,13623.689817
19.0,1930,13625.816203
19.0,2039,13626.970715
20.0,1793,13631.955486
19.0,1832,13633.526862
21.0,1698,13635.579452
20.0,1751,13640.52714
21.0,1698,13641.055817
18.0,2079,13643.522012
21.0,1698,13644.979519
21.0,1698,13645.356926
21.0,1698,13646.128258
21.0,1698,13647.024122
21.0,1698,13649.828621
12.0,2604,13652.052405
20.0,1747,13654.899977
19.0,1804,13655.667968
21.0,1672,13655.691308
21.0,1794,13659.001176
21.0,1698,13662.255492
20.0,1738,13664.535572
20.0,1738,13666.577394
21.0,1698,13675.615695
20.0,1962,13676.046945
21.0,1698,13677.268697
21.0,1698,13680.089086
17.0,2273,13681.087334
17.0,2139,13681.660751
20.0,1679,13681.992181
21.0,1698,13685.189225
21.0,1698,13685.953986
14.0,2342,13686.774594
18.0,1851,13688.722303
14.0,2431,13689.507058
21.0,1698,13692.573318
19.0,1973,13694.217802
20.0,1707,13695.017213
21.0,1819,13699.048594
21.0,1698,13705.913096
20.0,1769,13707.600491
19.0,1847,13710.210387
21.0,1698,13710.375284
21.0,1698,13711.368465
21.0,1698,13711.944065
21.0,1698,13712.266031
21.0,1698,13715.445981
21.0,1698,13716.216573
21.0,1698,13717.015283
21.0,1698,13718.962087
18.0,1923,13723.769604
20.0,1761,13726.371983
17.0,1957,13727.42392
21.0,1698,13729.293267
16.0,2245,13734.185681
21.0,1715,13736.463082
21.0,1764,13739.025394
21.0,1704,13742.280742
20.0,1768,13742.857925
19.0,1906,13744.177765
21.0,1963,13745.355879
19.0,1853,13749.219558
20.0,2009,13751.241895
20.0,1950,13751.781087
18.0,1884,13757.306996
21.0,1764,13757.78659
13.0,2649,13759.449561
21.0,1698,13759.543251
19.0,1887,13761.046596
15.0,2432,13762.289181
21.0,1698,13764.447592
21.0,1764,13770.4796
20.0,1790,13774.788856
21.0,1764,13775.646097
19.0,1917,13779.559144
20.0,1784,13781.070639
16.0,2207,13781.680834
18.0,1913,13785.369985
18.0,1897,13785.605222
-6.0,2795,13786.320153
21.0,1698,13787.624223
21.0,1689,13787.96715
21.0,1689,13789.633762
21.0,1732,13790.502994
21.0,1698,13791.407686
21.0,1764,13793.867385
20.0,1765,13802.197924
15.0,2605,13811.192678
21.0,1704,13812.320224
20.0,1843,13812.700544
21.0,1704,13816.290835
21.0,1704,13817.002169
20.0,1795,13817.739612
4.0,2478,13819.365181
21.0,1698,13820.256246
21.0,1698,13822.014435
19.0,1914,13822.14562
10.0,2324,13822.89396
21.0,1819,13823.313597
1.0,2797,13826.220487
18.0,2244,13828.7241
17.0,2058,13831.255242
21.0,1698,13841.942273
21.0,1698,13843.434972
19.0,1873,13846.167282
21.0,1698,13846.986034
21.0,1698,13847.706033
21.0,1698,13848.387046
21.0,1764,13851.168217
21.0,1781,13852.361399
21.0,1698,13852.631242
21.0,1698,13852.763067
11.0,2935,13855.043348
20.0,1788,13855.513893
20.0,1679,13856.205146
18.0,2119,13861.07008
21.0,1698,13861.58702
18.0,1869,13862.139708
21.0,1698,13873.830384
19.0,1881,13875.610086
21.0,1698,13878.788909
20.0,1853,13880.164937
19.0,1900,13880.188374
21.0,1698,13881.583945
20.0,1753,13883.758185
18.0,1867,13886.189373
20.0,1738,13886.681515
19.0,1804,13887.401309
21.0,1764,13887.848087
21.0,1699,13891.98152
21.0,1698,13892.569149
16.0,2322,13894.511178
19.0,1869,13894.814679
12.0,2750,13897.214178
21.0,1715,13906.443256
21.0,1660,13908.646347
16.0,2089,13911.337421
20.0,1738,13911.41442
21.0,1660,13911.443883
20.0,1738,13911.444112
21.0,1698,13914.283806
21.0,1698,13916.693604
21.0,1697,13917.126712
21.0,1715,13918.171779
17.0,2163,13926.607189
21.0,1698,13927.412456
20.0,1992,13927.688201
17.0,2045,13929.149572
19.0,1984,13929.808283
21.0,1698,13937.153695
20.0,1793,13941.079814
21.0,1660,13941.424979
21.0,1698,13942.193048
21.0,1698,13942.215969
20.0,1756,13943.351226
14.0,2779,13944.973178
20.0,1701,13947.898466
20.0,1738,13948.98763
20.0,1701,13949.365377
19.0,2011,13951.014592
21.0,1697,13957.691656
21.0,1698,13958.784564
21.0,1714,13958.808408
21.0,1698,13960.911856
18.0,1928,13964.336439
20.0,1680,13972.423194
20.0,1757,13973.814002
20.0,1817,13974.119984
21.0,1758,13974.875199
18.0,1838,13977.814673
21.0,1719,13978.462936
17.0,2305,13978.596798
20.0,1787,13980.785341
20.0,1769,13980.841047
21.0,1698,13981.223979
12.0,2570,13987.330982
18.0,1778,13989.452055
19.0,1810,13991.12431
21.0,1698,13991.25475
20.0,1881,13992.414573
20.0,1737,13995.383163
21.0,1698,14002.874606
21.0,1698,14004.2686
19.0,1793,14006.253137
21.0,1704,14008.371266
21.0,1704,14009.018559
21.0,1704,14009.150502
21.0,1698,14011.229447
21.0,1698,14011.290557
21.0,1698,14011.665346
16.0,2331,14016.598288
21.0,1698,14017.664355
19.0,1808,14024.669639
19.0,2010,14026.982248
19.0,1785,14027.240782
18.0,2017,14027.241043
15.0,2439,14032.968791
21.0,1698,14034.532401
19.0,1799,14034.960659
21.0,1698,14038.651412
21.0,1698,14039.417909
19.0,1833,14043.941707
16.0,2147,14044.588006
20.0,1874,14045.110125
16.0,1967,14046.399758
20.0,1741,14047.702835
17.0,2294,14049.980993
18.0,1912,14051.817546
21.0,1660,14056.883827
20.0,1887,14060.674817
18.0,2121,14062.566303
21.0,1817,14065.450532
20.0,1740,14065.614784
20.0,1741,14066.045168
21.0,1764,14070.134038
20.0,1949,14074.18561
21.0,1703,14074.282177
14.0,2716,14075.699866
21.0,1779,14076.270945
20.0,1740,14077.385304
20.0,1905,14079.035461
20.0,1741,14080.981167
19.0,1881,14081.200978
18.0,1935,14086.258878
20.0,1741,14087.9028
21.0,1697,14090.931827
20.0,1737,14096.502804
20.0,1741,14097.002216
18.0,1895,14099.161098
20.0,1741,14101.132224
21.0,1698,14104.421102
21.0,1698,14104.520886
21.0,1698,14105.942204
21.0,1698,14106.574003
20.0,1741,14110.374066
19.0,1931,14112.154644
20.0,1741,14112.375538
19.0,1806,14113.743953
-6.0,3029,14116.864911
21.0,1698,14118.523924
20.0,1740,14122.303563
16.0,2085,14123.867632
19.0,1844,14130.154198
20.0,1735,14130.883715
20.0,1856,14130.883961
21.0,1698,14135.471392
21.0,1698,14135.564617
17.0,1976,14137.127446
20.0,1761,14138.675411
21.0,1833,14139.394206
21.0,1698,14141.093317
21.0,1697,14142.801598
20.0,1740,14148.256268
18.0,2033,14148.973468
21.0,1698,14149.169931
17.0,2126,14152.000838
21.0,1698,14152.921269
21.0,1698,14160.679298
18.0,2055,14161.072471
21.0,1698,14161.401986
21.0,1698,14165.96964
18.0,1980,14166.406613
21.0,1698,14167.644964
20.0,1823,14168.304346
21.0,1698,14169.19215
21.0,1698,14169.904919
20.0,1769,14174.910289
18.0,1923,14176.054481
21.0,1698,14179.600508
21.0,1698,14180.526258
20.0,1868,14183.368526
21.0,1698,14184.299463
20.0,1884,14186.674445
21.0,1697,14191.741567
20.0,1757,14193.535142
20.0,1812,14194.191356
21.0,1698,14197.647191
21.0,1698,14198.883208
21.0,1698,14200.444674
18.0,1884,14200.554574
19.0,1817,14201.678308
21.0,1819,14203.317234
21.0,1715,14206.124018
21.0,1698,14210.148953
21.0,1698,14211.064233
17.0,2081,14213.790459
21.0,1698,14213.901669
21.0,1715,14215.132057
16.0,2063,14223.685512
21.0,1698,14224.030735
21.0,1819,14224.413095
21.0,1698,14224.700336
19.0,2037,14235.260409
9.0,2208,14237.081968
20.0,1741,14237.228664
18.0,1994,14237.290224
17.0,2082,14237.629989
20.0,1741,14241.198949
21.0,1704,14241.4515
16.0,2190,14242.470058
20.0,1741,14244.852971
20.0,1741,14244.963051
16.0,2542,14245.999306
20.0,1741,14246.201396
19.0,1834,14256.390872
18.0,1987,14260.117707
19.0,2096,14261.412616
21.0,1660,14266.805058
21.0,1660,14266.866452
21.0,1781,14267.013668
20.0,1774,14269.234227
15.0,2610,14270.911685
20.0,1914,14271.203338
21.0,1698,14271.422303
21.0,1698,14271.678409
