#{"t_start": 1674922134.0819445, "env_id": null}
r,l,t
-18.0,1657,2760.54284
-20.0,1362,2762.069611
-18.0,1324,2762.323423
-20.0,1115,2762.78627
-19.0,1135,2763.150323
-19.0,1500,2764.432334
-17.0,1663,2764.827393
-19.0,1646,2764.857151
-18.0,1427,2764.952592
-20.0,1416,2775.114207
-19.0,1280,2775.990092
-20.0,1197,2777.434151
-20.0,1288,2777.820249
-21.0,1574,2785.642311
-19.0,1489,2786.508773
-19.0,1516,2788.095564
-19.0,1560,2790.657753
-19.0,1694,2790.883294
-18.0,1598,2791.118965
-15.0,1669,2793.445366
-17.0,1639,2794.166237
-16.0,1666,2795.146976
-16.0,1691,2795.494733
-14.0,1847,2796.293266
-15.0,1963,2800.39028
-19.0,1366,2800.672093
-19.0,1459,2801.482041
-19.0,1200,2807.220975
-20.0,1187,2807.906128
-18.0,1735,2808.827276
-19.0,1736,2809.234
-19.0,992,2813.103145
-21.0,1243,2813.599715
-19.0,1292,2814.243872
-19.0,1104,2816.243949
-19.0,1590,2816.838206
-19.0,1223,2817.593479
-19.0,1502,2817.796164
-19.0,1101,2821.377142
-18.0,1509,2821.422922
-18.0,1588,2822.122141
-19.0,1246,2822.926494
-18.0,1418,2826.25426
-21.0,1045,2827.63793
-21.0,1098,2832.864667
-19.0,968,2834.287401
-18.0,1135,2834.689705
-15.0,1671,2837.451538
-19.0,1761,2839.897281
-19.0,1458,2840.062528
-15.0,1773,2841.398569
-19.0,1121,2843.356565
-17.0,1648,2846.135159
-20.0,1093,2846.180612
-16.0,1652,2847.744677
-15.0,1755,2849.393482
-16.0,1576,2849.944683
-18.0,1626,2851.582041
-17.0,1759,2859.696413
-17.0,1497,2860.220392
-15.0,1621,2863.962211
-14.0,2376,2864.702378
-18.0,1362,2864.725568
-20.0,1452,2866.517045
-17.0,1949,2870.309161
-19.0,1813,2870.657613
-17.0,1668,2873.686703
-17.0,1982,2877.322785
-15.0,1727,2877.564729
-19.0,1616,2879.34723
-20.0,1878,2880.226115
-17.0,1896,2882.177932
-18.0,1755,2883.474
-17.0,1899,2883.867589
-19.0,1312,2883.932492
-20.0,1445,2885.881936
-19.0,1301,2887.458034
-19.0,1352,2889.194874
-20.0,1179,2891.659467
-16.0,1687,2895.382556
-18.0,1516,2898.158034
-21.0,931,2900.975935
-18.0,1320,2901.436132
-17.0,1530,2901.552026
-17.0,1932,2901.629583
-19.0,1286,2902.878389
-16.0,1564,2906.043765
-18.0,1497,2907.504284
-20.0,1298,2907.639574
-19.0,1438,2908.390001
-16.0,1394,2911.245258
-18.0,1533,2911.426946
-17.0,1188,2913.19815
-21.0,1011,2913.594102
-16.0,1546,2917.206827
-17.0,1761,2919.407354
-19.0,1108,2921.362202
-19.0,1147,2922.239811
-20.0,1184,2922.840832
-20.0,1230,2925.020806
-19.0,1365,2925.596597
-21.0,1355,2932.107058
-20.0,1375,2932.349207
-18.0,1977,2933.874451
-19.0,1548,2936.318596
-17.0,1836,2939.136467
-18.0,1452,2939.785078
-18.0,1534,2940.882825
-15.0,1701,2941.926826
-17.0,1781,2943.531153
-18.0,1249,2943.900431
-16.0,1761,2948.938714
-15.0,1701,2950.045998
-16.0,1670,2952.900304
-16.0,1795,2957.234218
-17.0,1904,2959.816946
-17.0,2126,2960.569412
-18.0,1603,2960.978483
-18.0,1602,2962.812343
-18.0,1797,2964.776595
-19.0,1594,2965.121261
-17.0,1495,2966.792283
-21.0,1544,2967.027646
-17.0,1655,2971.764153
-19.0,1275,2971.983658
-20.0,1808,2973.458833
-18.0,1672,2974.033593
-19.0,1857,2976.971112
-18.0,1778,2982.05
-19.0,1670,2982.965887
-19.0,1618,2986.379697
-20.0,1434,2986.670193
-18.0,1458,2986.726817
-17.0,1342,2988.724733
-20.0,1686,2990.11988
-20.0,1362,2991.124443
-20.0,1348,2995.838863
-16.0,1888,2996.531339
-20.0,1478,2998.370799
-21.0,1506,3000.344789
-19.0,1313,3000.42427
-16.0,1916,3001.279092
-19.0,1536,3001.498542
-16.0,2188,3004.226226
-18.0,1478,3008.478237
-20.0,1257,3009.214111
-18.0,1577,3011.159749
-20.0,1283,3011.681271
-20.0,1505,3013.305663
-20.0,1298,3014.323443
-20.0,1068,3015.619582
-18.0,1632,3015.859711
-20.0,1243,3018.046806
-21.0,1175,3019.370563
-19.0,1798,3022.250982
-21.0,1354,3025.633005
-19.0,1463,3026.476225
-20.0,1079,3028.451272
-17.0,1580,3029.451866
-16.0,1910,3034.495876
-18.0,1874,3037.61767
-20.0,1229,3041.281007
-18.0,1518,3041.400438
-18.0,1495,3042.515257
-18.0,1557,3043.394509
-19.0,1827,3043.757899
-17.0,1377,3046.81559
-17.0,1909,3047.355296
-16.0,2050,3048.249978
-14.0,2336,3050.164711
-20.0,1635,3054.838883
-19.0,1563,3056.382907
-12.0,2169,3056.783131
-20.0,1715,3057.123114
-20.0,1507,3061.489418
-18.0,1344,3061.708318
-17.0,1836,3062.29272
-20.0,1130,3063.632638
-20.0,1311,3064.773643
-21.0,1024,3065.715915
-20.0,1306,3065.921516
-20.0,1331,3067.623864
-20.0,1205,3069.903822
-20.0,940,3071.794286
-17.0,1693,3071.817694
-19.0,1484,3076.867091
-14.0,1872,3080.538277
-19.0,1460,3082.760476
-19.0,1272,3084.705185
-20.0,1344,3085.7872
-20.0,1741,3088.216173
-18.0,1731,3088.385334
-18.0,1387,3089.866197
-21.0,1123,3090.230767
-20.0,1508,3090.932926
-16.0,1585,3090.980449
-18.0,1502,3093.107316
-21.0,1212,3093.724329
-16.0,1755,3097.463331
-19.0,1668,3097.789738
-19.0,1564,3100.045383
-17.0,1467,3103.394287
-18.0,1363,3105.140661
-20.0,1287,3105.976555
-21.0,1061,3109.368711
-20.0,1113,3113.16109
-19.0,1362,3114.418395
-19.0,1345,3115.152156
-18.0,1408,3116.325224
-18.0,1774,3116.68692
-17.0,1688,3118.637316
-20.0,1692,3118.874132
-21.0,1263,3120.223757
-16.0,1955,3121.044981
-19.0,1437,3125.889752
-15.0,1929,3128.495455
-17.0,1392,3131.075526
-17.0,1909,3132.214212
-17.0,1637,3132.914563
-18.0,1680,3135.47063
-19.0,1571,3137.799728
-21.0,1057,3138.067326
-19.0,1455,3139.487736
-21.0,1123,3140.568046
-19.0,1415,3144.350159
-20.0,1607,3145.561144
-16.0,1691,3145.907963
-17.0,1870,3148.393926
-17.0,1461,3152.53332
-21.0,1210,3154.972707
-19.0,1316,3155.050061
-15.0,1895,3155.46575
-14.0,2172,3156.113111
-19.0,1596,3157.49917
-19.0,1570,3166.400713
-18.0,1536,3167.221474
-17.0,1662,3167.783226
-14.0,1814,3168.267391
-12.0,2002,3168.433788
-16.0,1607,3169.62209
-19.0,1544,3173.344489
-17.0,1593,3174.5687
-20.0,1691,3174.859762
-18.0,1575,3176.719197
-21.0,1206,3179.179723
-14.0,1680,3182.754059
-18.0,1536,3183.732877
-14.0,1856,3188.433453
-15.0,1834,3188.456918
-17.0,1959,3190.249314
-14.0,1771,3198.345142
-20.0,1761,3198.995821
-15.0,1809,3201.081692
-16.0,1890,3202.363292
-18.0,1614,3202.410655
-20.0,1539,3204.428645
-13.0,2094,3205.543525
-17.0,1586,3207.720282
-13.0,2263,3210.50526
-13.0,2027,3211.193156
-16.0,2036,3211.642503
-18.0,1917,3217.327453
-19.0,1914,3218.244063
-18.0,1560,3218.360041
-15.0,1747,3219.924181
-18.0,1184,3222.394675
-17.0,1996,3224.368399
-18.0,1487,3225.735687
-16.0,1657,3228.121983
-15.0,1695,3232.800279
-20.0,1596,3233.051734
-19.0,1504,3234.690451
-20.0,1536,3238.962921
-13.0,2100,3239.962133
-16.0,1707,3240.915693
-20.0,1730,3241.99105
-16.0,2126,3243.626476
-20.0,1681,3247.333051
-20.0,1317,3247.927946
-17.0,1505,3249.321826
-18.0,1760,3249.863494
-14.0,1737,3251.114692
-20.0,1398,3257.981163
-17.0,1798,3258.04276
-15.0,2308,3259.633868
-16.0,1976,3263.622521
-19.0,1872,3266.694297
-16.0,1781,3266.717149
-17.0,1655,3268.77021
-16.0,1840,3275.102233
-12.0,2088,3277.507667
-13.0,2002,3279.600458
-16.0,1809,3280.392469
-13.0,2300,3282.26734
-14.0,1839,3282.821096
-15.0,1876,3282.991934
-16.0,2067,3288.054676
-19.0,1694,3288.274553
-19.0,1334,3290.577155
-18.0,1439,3292.429748
-10.0,2527,3292.684277
-16.0,1642,3292.973238
-18.0,1971,3293.285897
-17.0,2113,3297.429784
-18.0,1430,3301.0322
-17.0,1913,3303.321764
-20.0,1305,3306.633327
-20.0,1347,3307.227195
-15.0,1666,3307.640768
-18.0,1622,3308.934878
-18.0,1634,3311.782192
-16.0,1744,3311.898293
-18.0,1737,3319.582325
-16.0,2028,3324.746335
-17.0,1857,3326.085589
-17.0,1926,3327.864645
-18.0,2258,3331.402832
-16.0,2036,3334.24356
-10.0,2431,3336.571898
-18.0,1705,3337.217522
-12.0,2489,3338.199353
-15.0,1836,3340.550898
-17.0,1893,3342.863987
-15.0,2314,3344.752921
-17.0,2106,3344.957885
-16.0,2030,3348.265907
-13.0,2768,3350.538822
-20.0,1493,3352.69513
-14.0,2380,3354.389256
-19.0,1495,3354.50644
-18.0,2140,3358.306013
-15.0,1942,3359.850965
-17.0,1418,3363.923048
-21.0,1095,3364.922854
-20.0,1357,3365.194384
-18.0,1637,3366.213554
-14.0,2066,3368.713845
-17.0,1959,3369.67743
-15.0,1792,3369.677642
-19.0,1481,3375.188001
-19.0,1393,3375.906124
-15.0,1921,3377.6422
-14.0,2090,3382.529292
-17.0,1742,3386.152352
-16.0,1928,3389.367895
-15.0,1659,3389.571229
-16.0,2238,3393.214379
-17.0,1820,3397.499084
-17.0,1917,3400.537588
-18.0,1756,3401.075551
-16.0,1764,3401.224344
-18.0,2040,3401.7261
-14.0,2186,3403.070311
-16.0,1982,3404.173467
-18.0,1655,3405.511104
-11.0,2748,3407.5638
-14.0,1740,3408.76782
-19.0,1388,3410.950954
-19.0,1283,3412.491342
-14.0,2197,3414.49177
-17.0,1506,3420.09571
-16.0,2362,3424.800917
-19.0,1446,3426.984324
-20.0,1511,3430.125408
-20.0,1377,3430.180708
-13.0,2345,3431.350838
-20.0,1612,3433.063409
-17.0,1810,3433.659262
-19.0,1959,3435.632229
-16.0,2231,3437.472557
-17.0,2103,3439.385765
-20.0,1785,3439.550216
-19.0,1911,3442.99693
-19.0,1707,3443.079422
-19.0,1353,3444.389351
-18.0,1704,3445.032818
-14.0,2071,3448.041201
-20.0,1371,3449.385126
-20.0,1404,3455.274842
-19.0,1471,3457.675926
-20.0,1918,3461.324618
-17.0,1376,3462.114473
-18.0,1807,3462.491042
-21.0,1502,3466.428008
-18.0,1395,3468.086143
-16.0,1827,3468.47984
-16.0,1733,3470.592536
-16.0,2092,3471.297846
-21.0,1572,3471.423513
-18.0,1529,3471.964243
-20.0,1548,3472.949124
-12.0,2446,3477.02552
-19.0,1583,3477.917132
-18.0,1892,3482.090744
-20.0,1613,3484.354151
-19.0,1460,3488.783673
-15.0,1746,3489.096219
-16.0,1433,3492.444805
-20.0,1408,3494.002869
-18.0,1895,3495.695816
-19.0,1431,3497.156863
-17.0,2007,3498.478454
-20.0,1465,3499.41748
-20.0,1583,3500.007374
-17.0,1909,3502.601969
-20.0,1495,3504.056781
-16.0,1886,3504.633493
-20.0,1380,3507.077253
-19.0,1431,3510.283545
-16.0,2148,3510.686082
-20.0,2129,3516.297153
-19.0,1719,3520.125082
-18.0,1756,3520.495224
-21.0,1630,3524.833491
-19.0,1978,3527.902133
-18.0,1903,3528.018308
-19.0,1800,3529.342351
-17.0,1717,3530.114254
-19.0,1818,3531.009572
-19.0,1591,3535.53976
-19.0,1843,3535.581404
-18.0,1788,3536.053115
-21.0,1471,3536.986883
-17.0,2109,3537.760949
-16.0,2097,3542.203758
-20.0,1787,3542.301218
-19.0,1533,3547.993568
-16.0,1977,3551.789904
-18.0,1909,3554.519867
-19.0,1488,3556.980101
-19.0,1840,3558.001481
-18.0,1675,3558.133895
-17.0,1684,3559.731048
-19.0,1711,3561.888289
-17.0,1939,3563.002894
-19.0,1693,3566.144548
-16.0,1762,3567.35441
-19.0,1783,3569.923067
-13.0,1924,3570.758501
-15.0,2000,3573.043702
-18.0,1669,3581.7609
-16.0,2249,3582.619487
-15.0,2340,3584.331705
-16.0,2144,3586.511021
-17.0,1669,3587.99259
-18.0,1936,3589.162774
-18.0,1979,3595.111878
-16.0,2429,3600.481751
-18.0,2176,3600.863858
-13.0,2405,3601.14746
-18.0,1730,3601.811332
-17.0,2195,3602.401471
-19.0,1677,3603.154361
-20.0,2128,3605.515434
-16.0,2257,3606.630483
-17.0,2302,3611.207856
-19.0,1606,3613.201977
-17.0,1910,3616.050474
-17.0,1980,3618.164239
-17.0,1758,3620.72669
-20.0,2010,3624.062875
-12.0,2490,3631.152187
-16.0,2047,3631.855712
-20.0,1700,3632.162903
-17.0,1886,3634.897283
-20.0,1965,3637.544252
-16.0,2082,3637.880189
-18.0,1813,3639.119227
-18.0,1888,3639.380594
-19.0,1731,3642.36693
-19.0,2183,3642.400484
-14.0,2357,3643.376586
-20.0,1479,3644.955174
-20.0,2164,3652.529862
-16.0,2394,3659.726885
-14.0,2161,3660.256389
-19.0,1657,3662.461998
-20.0,1661,3662.841441
-21.0,1120,3665.623699
-17.0,1641,3669.341315
-17.0,2520,3670.11259
-17.0,1922,3673.264801
-19.0,2321,3677.928435
-11.0,2557,3678.436996
-13.0,2160,3679.418547
-17.0,2315,3680.430089
-18.0,1187,3681.624914
-19.0,2238,3683.825609
-19.0,1355,3685.263749
-14.0,2300,3685.857921
-16.0,2446,3687.558784
-19.0,1450,3689.129988
-14.0,2063,3690.467376
-21.0,1135,3691.144565
-19.0,1616,3692.479003
-15.0,1714,3696.976667
-18.0,1585,3698.407653
-17.0,1499,3707.411614
-19.0,1776,3709.871806
-20.0,1755,3710.004385
-16.0,1722,3710.409454
-20.0,1516,3712.455367
-19.0,1414,3712.907642
-19.0,2262,3714.385483
-20.0,1369,3715.016004
-20.0,1894,3715.713966
-19.0,1314,3716.050499
-19.0,1501,3716.050719
-17.0,1772,3717.657158
-19.0,1428,3724.005846
-18.0,1883,3724.864576
-19.0,2303,3725.124387
-18.0,1286,3730.467531
-18.0,2086,3734.339993
-20.0,1537,3737.902778
-19.0,1560,3743.905077
-14.0,2006,3745.762291
-18.0,1713,3746.639601
-19.0,2065,3746.94656
-15.0,1989,3748.477031
-16.0,1878,3748.586257
-17.0,1768,3749.253516
-13.0,1997,3751.432794
-13.0,2112,3752.167228
-14.0,2270,3753.083211
-18.0,1809,3756.365556
-17.0,2044,3761.673812
-17.0,2089,3767.810818
-10.0,2624,3771.785812
-17.0,2269,3774.91007
-17.0,2532,3783.425551
-14.0,2257,3787.900747
-16.0,2221,3788.907421
-18.0,2270,3790.459156
-19.0,2214,3793.281324
-13.0,2752,3793.777883
-12.0,2441,3795.720709
-13.0,2506,3797.621999
-17.0,1644,3797.884093
-10.0,2315,3798.424903
-10.0,2951,3799.245152
-8.0,2844,3800.038263
-12.0,2974,3800.544162
-19.0,2279,3803.14692
-14.0,2349,3817.670515
-15.0,2832,3823.243025
-19.0,2238,3824.041177
-15.0,2033,3825.521128
-18.0,1856,3826.713152
-18.0,2261,3831.179818
-14.0,2562,3834.052202
-18.0,1873,3834.259715
-17.0,2535,3841.364315
-15.0,2801,3844.205577
-18.0,2549,3845.123432
-17.0,2649,3845.5713
-16.0,2531,3845.594643
-14.0,2377,3845.924424
-14.0,2647,3846.091901
-5.0,2956,3851.173856
-20.0,1456,3853.23632
-17.0,2092,3855.685918
-17.0,1702,3856.464343
-18.0,1951,3859.655996
-14.0,2033,3860.349189
-14.0,1976,3867.185505
-17.0,1848,3867.763225
-17.0,1940,3869.602763
-19.0,1489,3871.437993
-18.0,1781,3878.552262
-16.0,1814,3878.684418
-19.0,1921,3880.337584
-16.0,1904,3880.83182
-16.0,1987,3882.115414
-18.0,1480,3882.809268
-15.0,2289,3883.356806
-18.0,1784,3883.765388
-18.0,1533,3888.230468
-17.0,1575,3888.307768
-16.0,1933,3891.715242
-20.0,1405,3892.783262
-16.0,2188,3893.056938
-18.0,1221,3893.745299
-20.0,1136,3900.838248
-19.0,1421,3904.374288
-19.0,1524,3906.321241
-17.0,1794,3914.510592
-19.0,1956,3916.405659
-17.0,2016,3919.291228
-17.0,1739,3919.748266
-12.0,2966,3921.686985
-21.0,1921,3923.068495
-11.0,2214,3923.375473
-7.0,3076,3925.482844
-17.0,1981,3927.528865
-16.0,2460,3928.154414
-17.0,2063,3931.022088
-18.0,2200,3932.52435
-17.0,2326,3935.04485
-15.0,2135,3942.938844
-9.0,2694,3949.796214
-14.0,2067,3953.864164
-17.0,2633,3954.381619
-16.0,2333,3957.137669
-17.0,1785,3958.171465
-17.0,2232,3959.970014
-16.0,2049,3960.490348
-19.0,2040,3960.637898
-17.0,2144,3960.808396
-16.0,2310,3961.844764
-16.0,1937,3966.450446
-15.0,2193,3967.578357
-19.0,1995,3971.56933
-15.0,2579,3975.190794
-16.0,2534,3978.765207
-21.0,2020,3986.759586
-20.0,1911,3989.218717
-19.0,1755,3992.620775
-18.0,2131,3992.701027
-13.0,2807,3994.404794
-13.0,2224,3997.364403
-19.0,2069,3998.085945
-15.0,2002,3998.086196
-18.0,2248,4000.687294
-16.0,2464,4005.312356
-18.0,2084,4005.570751
-13.0,2610,4005.632023
-14.0,2338,4009.020314
-12.0,2354,4014.3816
-16.0,2378,4018.378636
-20.0,2225,4019.285283
-21.0,1501,4024.633179
-16.0,2009,4025.576851
-15.0,1881,4028.490813
-18.0,2120,4031.008484
-16.0,2159,4031.835425
-15.0,2645,4034.795387
-14.0,2401,4041.82338
-17.0,2262,4046.483176
-17.0,1857,4048.040089
-15.0,2379,4048.330755
-10.0,2705,4049.805938
-15.0,2276,4050.204255
-17.0,2506,4050.944797
-14.0,2915,4051.038784
-17.0,2011,4055.805365
-15.0,2499,4063.754245
-16.0,2682,4079.64485
-11.0,3125,4081.241599
-12.0,3010,4083.013363
-10.0,3267,4084.732723
-14.0,3088,4087.728653
-17.0,2338,4088.713153
-19.0,2270,4089.342469
-11.0,3283,4093.970573
-15.0,2613,4097.293624
-17.0,2483,4100.383628
-11.0,3259,4100.461243
-15.0,2924,4100.713808
-13.0,2846,4101.075734
-16.0,2820,4101.724853
-13.0,3119,4107.124028
-16.0,2672,4111.758383
-16.0,2690,4127.888194
-18.0,2834,4133.883931
-18.0,2536,4134.241084
-15.0,2976,4134.688859
-18.0,2830,4135.564274
-16.0,2769,4137.41914
-17.0,2130,4138.761294
-17.0,2757,4138.822769
-14.0,2810,4144.391763
-17.0,2572,4147.907961
-14.0,2764,4150.689914
-18.0,2425,4150.713182
-16.0,2838,4151.343223
-11.0,3027,4151.636475
-15.0,2838,4151.681768
-16.0,2875,4163.237292
-17.0,2689,4176.122664
-16.0,2538,4180.105497
-16.0,2717,4183.143816
-18.0,2718,4184.628998
-17.0,2657,4185.398786
-11.0,2857,4185.476431
-9.0,2736,4188.147259
-10.0,2946,4191.949436
-18.0,2414,4194.959805
-18.0,2682,4199.110808
-9.0,3280,4203.924114
-12.0,3109,4204.4201
-13.0,2958,4204.534411
-15.0,2509,4209.104839
-11.0,3220,4210.182661
-11.0,3459,4214.629243
-17.0,2166,4220.311777
-16.0,2220,4224.300981
-16.0,2304,4228.509459
-16.0,2156,4228.552791
-13.0,3315,4238.299275
-14.0,2979,4241.172027
-18.0,2266,4242.175879
-16.0,3114,4242.826811
-18.0,2690,4245.584507
-18.0,3028,4248.589061
-17.0,2475,4250.734746
-11.0,3052,4260.6421
-17.0,2965,4264.567089
-12.0,3404,4268.086885
-6.0,3091,4268.113522
-7.0,3096,4272.704712
-16.0,2951,4275.378961
-21.0,1941,4281.12511
-16.0,3004,4283.716218
-19.0,2392,4285.756042
-11.0,3415,4287.36407
-16.0,2240,4291.677443
-7.0,3471,4292.169211
-13.0,3015,4293.122315
-11.0,2952,4294.86765
-16.0,2980,4297.024606
-13.0,2924,4301.906607
-14.0,2531,4306.932521
-17.0,2469,4312.657399
-17.0,2548,4314.106038
-15.0,2409,4318.682764
-10.0,3369,4325.487569
-8.0,3106,4328.632488
-16.0,2208,4332.955727
-13.0,2912,4333.619965
-18.0,2783,4333.909783
-18.0,2097,4334.86478
-21.0,909,4335.13263
-14.0,2263,4335.691781
-10.0,2596,4338.963506
-9.0,3172,4342.928552
-9.0,3446,4353.636631
-6.0,3792,4355.574142
-12.0,3137,4358.188171
-11.0,2683,4360.759519
-11.0,2622,4361.098454
-12.0,3146,4363.303553
-14.0,2634,4380.763441
-13.0,3081,4380.789516
-10.0,2965,4386.016991
-8.0,3217,4386.222147
-14.0,2861,4386.342343
-11.0,2898,4387.569042
-16.0,1877,4389.249518
-11.0,3187,4390.973547
-18.0,2135,4391.927021
-9.0,3220,4392.522458
-10.0,3009,4392.845663
-11.0,3026,4397.118462
-17.0,2331,4405.115088
-14.0,2808,4411.410743
-13.0,2893,4412.6125
-15.0,1612,4415.357346
-15.0,1921,4415.448525
-11.0,3304,4417.877088
-17.0,1663,4419.467012
-16.0,2560,4427.040528
-14.0,2194,4432.175777
-14.0,2295,4432.452921
-17.0,2215,4432.886066
-17.0,2538,4433.409063
-11.0,2731,4435.337342
-15.0,2722,4435.486098
-13.0,2378,4440.066313
-14.0,2712,4440.864612
-13.0,2318,4447.431571
-17.0,2208,4453.114398
-17.0,2345,4454.384923
-17.0,1962,4455.07827
-16.0,2386,4461.11277
-13.0,2526,4461.368416
-13.0,2767,4465.568614
-16.0,1888,4466.510656
-14.0,2313,4468.957032
-17.0,2416,4476.235131
-14.0,2392,4476.754387
-15.0,2333,4477.772798
-16.0,2500,4480.648813
-15.0,2566,4486.587422
-11.0,2699,4489.774204
-17.0,2382,4490.27957
-16.0,2120,4491.141403
-18.0,2238,4495.226532
-6.0,3562,4497.270477
-12.0,2924,4507.337356
-20.0,2554,4507.661858
-14.0,2728,4515.040212
-12.0,3065,4516.625048
-15.0,2111,4519.111657
-10.0,2910,4519.315512
-15.0,2469,4521.156048
-9.0,3051,4524.350893
-13.0,2858,4528.692969
-17.0,2176,4529.942088
-16.0,1892,4531.843511
-14.0,2418,4535.154248
-11.0,2608,4537.212084
-12.0,2905,4539.360943
-17.0,1883,4541.244054
-7.0,3598,4542.998887
-10.0,2698,4544.253586
-15.0,2054,4555.971862
-13.0,2394,4558.080533
-10.0,2851,4558.906701
-14.0,2445,4560.53412
-10.0,2423,4562.800116
-11.0,2852,4572.310503
-13.0,2979,4578.011614
-14.0,2307,4578.800551
-15.0,2484,4579.896956
-19.0,2273,4582.290586
-9.0,2916,4584.43924
-9.0,3223,4586.805408
-13.0,2733,4588.686647
-17.0,2515,4589.683115
-13.0,2632,4590.546636
-5.0,3414,4591.543025
-16.0,2610,4603.251627
-19.0,2656,4608.626084
-13.0,2791,4609.488429
-13.0,2977,4612.002653
-14.0,2975,4616.651785
-19.0,2447,4622.902369
-13.0,3025,4627.021026
-16.0,2705,4630.927835
-15.0,2953,4631.160813
-16.0,2569,4632.978591
-14.0,2725,4633.409412
-17.0,2557,4636.422632
-10.0,3219,4637.783136
-16.0,2704,4640.03188
-17.0,2896,4641.65529
-12.0,3126,4644.783842
-19.0,2264,4649.119263
-13.0,3137,4659.442135
-13.0,2944,4662.132133
-15.0,2690,4664.767086
-15.0,3156,4668.403627
-14.0,2871,4674.252635
-16.0,2563,4676.784741
-18.0,2288,4677.396151
-13.0,2900,4679.004649
-20.0,2327,4683.515834
-16.0,2972,4684.52989
-19.0,2513,4685.231131
-13.0,2944,4686.289041
-13.0,3053,4687.810058
-14.0,2538,4690.409124
-12.0,3137,4694.115823
-19.0,2015,4698.321903
-16.0,2579,4705.726066
-13.0,3235,4707.185908
-15.0,2701,4713.243559
-19.0,1884,4719.939524
-11.0,2915,4720.709309
-13.0,2540,4722.394322
-20.0,2237,4723.50455
-19.0,2313,4725.949332
-10.0,2922,4726.778627
-19.0,2188,4726.99996
-16.0,2112,4728.253239
-20.0,2425,4728.669502
-13.0,2858,4730.309222
-14.0,2950,4730.451399
-17.0,2065,4731.17786
-15.0,2799,4748.662617
-15.0,2782,4757.357384
-13.0,2891,4757.846364
-18.0,2141,4758.650444
-13.0,2765,4763.114566
-18.0,2564,4769.754077
-17.0,2751,4770.3434
-15.0,2449,4770.986456
-19.0,2506,4772.322205
-14.0,2499,4773.455417
-20.0,2481,4775.429297
-14.0,2844,4777.460572
-14.0,3121,4778.933578
-14.0,2728,4779.723081
-18.0,2822,4779.784451
-9.0,3043,4786.188731
-13.0,3008,4802.879861
-15.0,2722,4806.329116
-15.0,2784,4808.734865
-10.0,2866,4809.46698
-11.0,2913,4816.198279
-18.0,2798,4821.391271
-13.0,2942,4824.529382
-11.0,2962,4827.235882
-17.0,2828,4828.716678
-15.0,3238,4831.047729
-9.0,3608,4835.273904
-16.0,3183,4836.529695
-14.0,3179,4837.294751
-12.0,3470,4838.1601
-10.0,3384,4840.920816
-12.0,3596,4851.177348
-10.0,2866,4858.309183
-18.0,2892,4861.172034
-8.0,3331,4863.166669
-13.0,3101,4865.545168
-14.0,2851,4867.202451
-18.0,2773,4871.014481
-13.0,2785,4877.086927
-16.0,3022,4878.605841
-14.0,2630,4882.34749
-13.0,2701,4885.621666
-12.0,3189,4885.770956
-17.0,2831,4887.174822
-11.0,3191,4888.12821
-15.0,2877,4892.369805
-11.0,3040,4892.534531
-15.0,2789,4901.038739
-17.0,2327,4907.119331
-13.0,2357,4909.271117
-13.0,2935,4910.720811
-17.0,2679,4911.016168
-14.0,3026,4915.188932
-12.0,2732,4926.249104
-10.0,2748,4928.060318
-15.0,2574,4928.711907
-11.0,3257,4929.569064
-16.0,2770,4937.084352
-13.0,2656,4940.309879
-15.0,2710,4941.518679
-13.0,3111,4941.797304
-10.0,3257,4947.180459
-16.0,2428,4951.598397
-9.0,3795,4954.630222
-12.0,2749,4961.250229
-8.0,3443,4963.631912
-11.0,3184,4967.265695
-11.0,2963,4969.252059
-10.0,3218,4969.330543
-14.0,2476,4974.462942
-12.0,2774,4976.468219
-17.0,2656,4976.811469
-17.0,2245,4982.142913
-12.0,3058,4983.394856
-14.0,2721,4989.489668
-9.0,2979,4990.957899
-15.0,2231,4991.481223
-15.0,2476,4991.62817
-12.0,2841,4993.036105
-19.0,2292,4995.565114
-18.0,2450,5007.376081
-14.0,2751,5016.396757
-19.0,2353,5016.490209
-19.0,2504,5021.236124
-14.0,3044,5023.661417
-13.0,3083,5024.433428
-14.0,2459,5026.07565
-19.0,2396,5026.207943
-10.0,3711,5027.569729
-12.0,2899,5028.660065
-16.0,2157,5030.177908
-18.0,2192,5032.246494
-16.0,2093,5033.032693
-16.0,2654,5036.955225
-13.0,2625,5037.88654
-12.0,2730,5040.279854
-14.0,2170,5046.199093
-13.0,2506,5061.409738
-16.0,2523,5066.554726
-16.0,1907,5067.302979
-15.0,2873,5068.097323
-16.0,2227,5070.398641
-18.0,2679,5074.516326
-16.0,2593,5075.437639
-11.0,3055,5078.726101
-19.0,2444,5082.100596
-12.0,2802,5082.836932
-8.0,3257,5083.199047
-11.0,3090,5083.350354
-13.0,2628,5084.483008
-7.0,3514,5089.455837
-9.0,2978,5094.095359
-15.0,2825,5097.297671
-16.0,2394,5109.745576
-18.0,2017,5111.675375
-12.0,2831,5112.564914
-16.0,2512,5112.620368
-16.0,1840,5115.832034
-15.0,2158,5117.507666
-14.0,2792,5118.37339
-15.0,2533,5120.040214
-9.0,2837,5121.382497
-17.0,2120,5127.460333
-13.0,2528,5128.657694
-15.0,2616,5129.00916
-17.0,2581,5129.47749
-16.0,1975,5129.505026
-12.0,2773,5134.156448
